,Accession,Segment,Nuc_Completeness,Species
1834,MG923648.1,S,partial,Orthohantavirus puumalaense
1835,MG923649.1,S,partial,Orthohantavirus puumalaense
1836,MG923650.1,S,partial,Orthohantavirus puumalaense
1837,MG923651.1,S,partial,Orthohantavirus puumalaense
1838,MG923652.1,S,partial,Orthohantavirus puumalaense
1839,MG923653.1,S,partial,Orthohantavirus puumalaense
1840,MG923654.1,S,partial,Orthohantavirus puumalaense
1841,MG923655.1,S,partial,Orthohantavirus puumalaense
1842,MG923656.1,S,partial,Orthohantavirus puumalaense
1843,MG923657.1,S,partial,Orthohantavirus puumalaense
1844,MG923658.1,S,partial,Orthohantavirus puumalaense
1845,MG923659.1,S,partial,Orthohantavirus puumalaense
1846,MG923660.1,S,partial,Orthohantavirus puumalaense
1847,MG923661.1,S,partial,Orthohantavirus puumalaense
1848,MG923662.1,S,partial,Orthohantavirus puumalaense
1849,MG923663.1,S,partial,Orthohantavirus puumalaense
1850,MG923664.1,S,partial,Orthohantavirus puumalaense
1851,MG923665.1,S,partial,Orthohantavirus puumalaense
1852,MG923666.1,S,partial,Orthohantavirus puumalaense
1853,MG923667.1,S,partial,Orthohantavirus puumalaense
1854,MG923668.1,S,partial,Orthohantavirus puumalaense
1855,MG923669.1,S,partial,Orthohantavirus puumalaense
1856,MG923670.1,S,partial,Orthohantavirus puumalaense
1857,MG923671.1,S,partial,Orthohantavirus puumalaense
1858,MG923672.1,S,partial,Orthohantavirus puumalaense
1859,MG923673.1,S,partial,Orthohantavirus puumalaense
1860,MG923674.1,S,partial,Orthohantavirus puumalaense
1861,MG812385.1,S,partial,Orthohantavirus puumalaense
1862,MG812386.1,S,partial,Orthohantavirus puumalaense
1863,MG812387.1,S,partial,Orthohantavirus puumalaense
1864,MG812388.1,S,partial,Orthohantavirus puumalaense
1865,MG812389.1,S,partial,Orthohantavirus puumalaense
1866,MG812390.1,S,partial,Orthohantavirus puumalaense
1867,MG812391.1,S,partial,Orthohantavirus puumalaense
1868,MG812392.1,S,partial,Orthohantavirus puumalaense
1869,MG812393.1,S,partial,Orthohantavirus puumalaense
1870,MG812394.1,S,partial,Orthohantavirus puumalaense
1871,MG812395.1,S,partial,Orthohantavirus puumalaense
1872,MG812396.1,S,partial,Orthohantavirus puumalaense
1873,MG812397.1,S,partial,Orthohantavirus puumalaense
1874,MG812398.1,S,partial,Orthohantavirus puumalaense
1875,MG812399.1,S,partial,Orthohantavirus puumalaense
1876,MG812400.1,S,partial,Orthohantavirus puumalaense
1877,MG812401.1,S,partial,Orthohantavirus puumalaense
1878,MG812402.1,S,partial,Orthohantavirus puumalaense
1879,MG812403.1,S,partial,Orthohantavirus puumalaense
1880,MG812404.1,S,partial,Orthohantavirus puumalaense
1881,MG812405.1,S,partial,Orthohantavirus puumalaense
1882,MG812406.1,S,partial,Orthohantavirus puumalaense
1883,MG812407.1,S,partial,Orthohantavirus puumalaense
1884,MG812408.1,S,partial,Orthohantavirus puumalaense
1885,MG812409.1,S,partial,Orthohantavirus puumalaense
1886,MG812410.1,S,partial,Orthohantavirus puumalaense
1887,MG812411.1,S,partial,Orthohantavirus puumalaense
1888,MG812412.1,S,partial,Orthohantavirus puumalaense
1889,MG812413.1,S,partial,Orthohantavirus puumalaense
1890,MG812414.1,S,partial,Orthohantavirus puumalaense
1891,MG812415.1,S,partial,Orthohantavirus puumalaense
1892,MG812416.1,S,partial,Orthohantavirus puumalaense
1893,MG812417.1,S,partial,Orthohantavirus puumalaense
1894,MG812418.1,S,partial,Orthohantavirus puumalaense
1895,MG812419.1,S,partial,Orthohantavirus puumalaense
1896,MG812420.1,S,partial,Orthohantavirus puumalaense
1897,MG812421.1,S,partial,Orthohantavirus puumalaense
1898,MG812422.1,S,partial,Orthohantavirus puumalaense
1899,MG812423.1,S,partial,Orthohantavirus puumalaense
1900,MG812424.1,S,partial,Orthohantavirus puumalaense
1901,MG812425.1,S,partial,Orthohantavirus puumalaense
1902,MG812426.1,S,partial,Orthohantavirus puumalaense
1903,MG812427.1,S,partial,Orthohantavirus puumalaense
1904,MG812428.1,S,partial,Orthohantavirus puumalaense
1905,MG812431.1,S,partial,Orthohantavirus puumalaense
1906,MG812432.1,S,partial,Orthohantavirus puumalaense
1907,MG812433.1,S,partial,Orthohantavirus puumalaense
1908,MG812434.1,S,partial,Orthohantavirus puumalaense
1909,MG812435.1,S,partial,Orthohantavirus puumalaense
1910,MG812436.1,S,partial,Orthohantavirus puumalaense
1911,MG812437.1,S,partial,Orthohantavirus puumalaense
1912,MG812438.1,S,partial,Orthohantavirus puumalaense
1913,MG812439.1,S,partial,Orthohantavirus puumalaense
1914,MG812440.1,S,partial,Orthohantavirus puumalaense
1915,MG812441.1,S,partial,Orthohantavirus puumalaense
1916,MG812442.1,S,partial,Orthohantavirus puumalaense
1917,MG812443.1,S,partial,Orthohantavirus puumalaense
1918,MG812444.1,S,partial,Orthohantavirus puumalaense
1919,MG812445.1,S,partial,Orthohantavirus puumalaense
1920,MG812446.1,S,partial,Orthohantavirus puumalaense
1921,MG812447.1,S,partial,Orthohantavirus puumalaense
1922,MG812448.1,S,partial,Orthohantavirus puumalaense
1923,MG812449.1,S,partial,Orthohantavirus puumalaense
1924,MG812450.1,S,partial,Orthohantavirus puumalaense
1925,MG812451.1,S,partial,Orthohantavirus puumalaense
1926,MG812452.1,S,partial,Orthohantavirus puumalaense
1927,MG812453.1,S,partial,Orthohantavirus puumalaense
1928,MG812454.1,S,partial,Orthohantavirus puumalaense
1929,MG812455.1,S,partial,Orthohantavirus puumalaense
1930,MG812456.1,S,partial,Orthohantavirus puumalaense
1931,MG812457.1,S,partial,Orthohantavirus puumalaense
1932,MG812458.1,S,partial,Orthohantavirus puumalaense
1933,MG812459.1,S,partial,Orthohantavirus puumalaense
1934,MG812460.1,S,partial,Orthohantavirus puumalaense
1935,MG812461.1,S,partial,Orthohantavirus puumalaense
1936,MG812462.1,S,partial,Orthohantavirus puumalaense
1937,MG812463.1,S,partial,Orthohantavirus puumalaense
1938,MG812464.1,S,partial,Orthohantavirus puumalaense
1939,MG812465.1,S,partial,Orthohantavirus puumalaense
1940,MG812466.1,S,partial,Orthohantavirus puumalaense
1941,MG812467.1,S,partial,Orthohantavirus puumalaense
1942,MG812468.1,S,partial,Orthohantavirus puumalaense
1943,MG573266.1,S,partial,Orthohantavirus puumalaense
1944,MG573267.1,S,partial,Orthohantavirus puumalaense
1945,MG573268.1,S,partial,Orthohantavirus puumalaense
1946,MG573269.1,S,partial,Orthohantavirus puumalaense
1947,MG573270.1,S,partial,Orthohantavirus puumalaense
1948,MG573271.1,S,partial,Orthohantavirus puumalaense
1949,MG573272.1,S,partial,Orthohantavirus puumalaense
1950,MG573273.1,S,partial,Orthohantavirus puumalaense
1951,MG573274.1,S,partial,Orthohantavirus puumalaense
1952,MG573275.1,S,partial,Orthohantavirus puumalaense
1953,MG573276.1,S,partial,Orthohantavirus puumalaense
1954,MG573277.1,S,partial,Orthohantavirus puumalaense
1955,MG573278.1,S,partial,Orthohantavirus puumalaense
1956,MG573279.1,S,partial,Orthohantavirus puumalaense
1957,MG573280.1,S,partial,Orthohantavirus puumalaense
1958,MG573281.1,S,partial,Orthohantavirus puumalaense
1959,MG573282.1,S,partial,Orthohantavirus puumalaense
1960,MG573283.1,S,partial,Orthohantavirus puumalaense
1961,MG573284.1,S,partial,Orthohantavirus puumalaense
1962,MG573285.1,S,partial,Orthohantavirus puumalaense
1963,MG573286.1,S,partial,Orthohantavirus puumalaense
1964,MG573287.1,S,partial,Orthohantavirus puumalaense
1965,MG573288.1,S,partial,Orthohantavirus puumalaense
1966,MG573289.1,S,partial,Orthohantavirus puumalaense
1967,MG573290.1,S,partial,Orthohantavirus puumalaense
1968,MG573291.1,S,partial,Orthohantavirus puumalaense
1969,MG573292.1,S,partial,Orthohantavirus puumalaense
1970,MG573293.1,S,partial,Orthohantavirus puumalaense
1971,MG573294.1,S,partial,Orthohantavirus puumalaense
1972,MG573295.1,S,partial,Orthohantavirus puumalaense
1973,MG573296.1,S,partial,Orthohantavirus puumalaense
1974,MG573297.1,S,partial,Orthohantavirus puumalaense
1975,MG573298.1,S,partial,Orthohantavirus puumalaense
1976,MG573299.1,S,partial,Orthohantavirus puumalaense
1977,MG573300.1,S,partial,Orthohantavirus puumalaense
1978,MG573301.1,S,partial,Orthohantavirus puumalaense
1979,MG573302.1,S,partial,Orthohantavirus puumalaense
1980,KY968652.1,L,partial,Orthohantavirus puumalaense
1981,KY968653.1,L,partial,Orthohantavirus puumalaense
1982,KY364995.1,S,partial,Orthohantavirus puumalaense
1983,KY364996.1,S,partial,Orthohantavirus puumalaense
1984,KY364997.1,S,partial,Orthohantavirus puumalaense
1985,KY364998.1,S,partial,Orthohantavirus puumalaense
1986,KY364999.1,S,partial,Orthohantavirus puumalaense
1987,KY365000.1,S,partial,Orthohantavirus puumalaense
1988,KY365001.1,S,partial,Orthohantavirus puumalaense
1989,KY365002.1,S,partial,Orthohantavirus puumalaense
1990,KY365003.1,S,partial,Orthohantavirus puumalaense
1991,KY365004.1,S,partial,Orthohantavirus puumalaense
1992,KY365005.1,S,partial,Orthohantavirus puumalaense
1993,KY365006.1,S,partial,Orthohantavirus puumalaense
1994,KY365007.1,S,partial,Orthohantavirus puumalaense
1995,MF077564.1,L,partial,Orthohantavirus puumalaense
1996,MF077565.1,L,partial,Orthohantavirus puumalaense
1997,MF077566.1,L,partial,Orthohantavirus puumalaense
1998,MF077567.1,L,partial,Orthohantavirus puumalaense
1999,MF077568.1,L,partial,Orthohantavirus puumalaense
2000,MF077569.1,L,partial,Orthohantavirus puumalaense
2001,MF077570.1,L,partial,Orthohantavirus puumalaense
2002,MF077571.1,L,partial,Orthohantavirus puumalaense
2003,MF077572.1,L,partial,Orthohantavirus puumalaense
2004,MF077573.1,M,partial,Orthohantavirus puumalaense
2005,MF077574.1,M,partial,Orthohantavirus puumalaense
2006,MF077575.1,M,partial,Orthohantavirus puumalaense
2007,MF077576.1,M,partial,Orthohantavirus puumalaense
2008,MF077577.1,M,partial,Orthohantavirus puumalaense
2009,MF077578.1,M,partial,Orthohantavirus puumalaense
2010,MF077579.1,M,partial,Orthohantavirus puumalaense
2011,MF077580.1,M,partial,Orthohantavirus puumalaense
2012,MF077581.1,M,partial,Orthohantavirus puumalaense
2013,MF077582.1,M,partial,Orthohantavirus puumalaense
2014,MF077583.1,M,partial,Orthohantavirus puumalaense
2015,MF077584.1,M,partial,Orthohantavirus puumalaense
2016,MF077585.1,M,partial,Orthohantavirus puumalaense
2017,MF077586.1,M,partial,Orthohantavirus puumalaense
2018,MF077587.1,M,partial,Orthohantavirus puumalaense
2019,MF077588.1,M,partial,Orthohantavirus puumalaense
2020,MF077589.1,M,partial,Orthohantavirus puumalaense
2021,MF077590.1,M,partial,Orthohantavirus puumalaense
2022,MF077591.1,M,partial,Orthohantavirus puumalaense
2023,MF077592.1,M,partial,Orthohantavirus puumalaense
2024,MF077593.1,M,partial,Orthohantavirus puumalaense
2025,MF077594.1,M,partial,Orthohantavirus puumalaense
2026,MF077595.1,M,partial,Orthohantavirus puumalaense
2027,MF077596.1,M,partial,Orthohantavirus puumalaense
2028,MF077597.1,M,partial,Orthohantavirus puumalaense
2029,MF077598.1,M,partial,Orthohantavirus puumalaense
2030,MF077599.1,M,partial,Orthohantavirus puumalaense
2031,MF077600.1,M,partial,Orthohantavirus puumalaense
2032,MF077601.1,M,partial,Orthohantavirus puumalaense
2033,MF077602.1,M,partial,Orthohantavirus puumalaense
2034,MF077603.1,M,partial,Orthohantavirus puumalaense
2035,MF077604.1,M,partial,Orthohantavirus puumalaense
2036,MF077605.1,M,partial,Orthohantavirus puumalaense
2037,MF077606.1,M,partial,Orthohantavirus puumalaense
2038,MF077607.1,M,partial,Orthohantavirus puumalaense
2039,MF077608.1,M,partial,Orthohantavirus puumalaense
2040,MF077609.1,M,partial,Orthohantavirus puumalaense
2041,MF077610.1,M,partial,Orthohantavirus puumalaense
2042,MF077611.1,S,partial,Orthohantavirus puumalaense
2043,MF077612.1,S,partial,Orthohantavirus puumalaense
2044,MF077613.1,S,partial,Orthohantavirus puumalaense
2045,MF077614.1,S,partial,Orthohantavirus puumalaense
2046,MF077615.1,S,partial,Orthohantavirus puumalaense
2047,MF077616.1,S,partial,Orthohantavirus puumalaense
2048,MF077617.1,S,partial,Orthohantavirus puumalaense
2049,MF077618.1,S,partial,Orthohantavirus puumalaense
2050,MF077619.1,S,partial,Orthohantavirus puumalaense
2051,MF077620.1,S,partial,Orthohantavirus puumalaense
2052,MF077621.1,S,partial,Orthohantavirus puumalaense
2053,MF077622.1,S,partial,Orthohantavirus puumalaense
2054,MF077623.1,S,partial,Orthohantavirus puumalaense
2055,MF077624.1,S,partial,Orthohantavirus puumalaense
2056,MF077625.1,S,partial,Orthohantavirus puumalaense
2057,MF077626.1,S,partial,Orthohantavirus puumalaense
2058,MF077627.1,S,partial,Orthohantavirus puumalaense
2059,MF077628.1,S,partial,Orthohantavirus puumalaense
2060,MF077629.1,S,partial,Orthohantavirus puumalaense
2061,MF077630.1,S,partial,Orthohantavirus puumalaense
2062,MF077631.1,S,partial,Orthohantavirus puumalaense
2063,MF077632.1,S,partial,Orthohantavirus puumalaense
2064,KY549090.1,S,partial,Orthohantavirus puumalaense
2065,KX815394.1,S,partial,Orthohantavirus puumalaense
2066,KX815395.1,S,partial,Orthohantavirus puumalaense
2067,KX815396.1,S,partial,Orthohantavirus puumalaense
2068,KX815397.1,M,partial,Orthohantavirus puumalaense
2069,KX815398.1,M,partial,Orthohantavirus puumalaense
2070,KX815399.1,L,partial,Orthohantavirus puumalaense
2071,KX815400.1,L,partial,Orthohantavirus puumalaense
2072,KX815401.1,L,partial,Orthohantavirus puumalaense
2073,KX815402.1,L,partial,Orthohantavirus puumalaense
2074,KX815403.1,L,partial,Orthohantavirus puumalaense
2075,KX751706.1,S,partial,Orthohantavirus puumalaense
2076,KX751707.1,S,partial,Orthohantavirus puumalaense
2077,KX757839.1,S,complete,Orthohantavirus puumalaense
2078,KX757840.1,S,complete,Orthohantavirus puumalaense
2079,KX757841.1,S,complete,Orthohantavirus puumalaense
2080,KU670631.1,S,partial,Orthohantavirus puumalaense
2081,KU670632.1,S,partial,Orthohantavirus puumalaense
2082,KU670633.1,S,partial,Orthohantavirus puumalaense
2083,KU670634.1,S,partial,Orthohantavirus puumalaense
2084,KU670635.1,S,partial,Orthohantavirus puumalaense
2085,KU670636.1,S,partial,Orthohantavirus puumalaense
2086,KU670637.1,S,partial,Orthohantavirus puumalaense
2087,KU670638.1,S,partial,Orthohantavirus puumalaense
2088,KU670639.1,S,partial,Orthohantavirus puumalaense
2089,KU670640.1,S,partial,Orthohantavirus puumalaense
2090,KU670641.1,S,partial,Orthohantavirus puumalaense
2091,KU670642.1,S,partial,Orthohantavirus puumalaense
2092,KU670643.1,S,partial,Orthohantavirus puumalaense
2093,KU601446.1,S,partial,Orthohantavirus puumalaense
2094,KU601447.1,M,partial,Orthohantavirus puumalaense
2095,KU314896.1,S,partial,Orthohantavirus puumalaense
2096,KU314897.1,S,partial,Orthohantavirus puumalaense
2097,KU314898.1,S,partial,Orthohantavirus puumalaense
2098,KU314899.1,S,partial,Orthohantavirus puumalaense
2099,KU314900.1,S,partial,Orthohantavirus puumalaense
2100,KU314901.1,S,partial,Orthohantavirus puumalaense
2101,KU314902.1,S,partial,Orthohantavirus puumalaense
2102,KU314903.1,S,partial,Orthohantavirus puumalaense
2103,KU314904.1,S,partial,Orthohantavirus puumalaense
2104,KU314905.1,S,partial,Orthohantavirus puumalaense
2105,KU314906.1,M,partial,Orthohantavirus puumalaense
2106,KU314907.1,M,partial,Orthohantavirus puumalaense
2107,KU314908.1,M,partial,Orthohantavirus puumalaense
2108,KU314909.1,M,partial,Orthohantavirus puumalaense
2109,KU314910.1,M,partial,Orthohantavirus puumalaense
2110,KU314911.1,M,partial,Orthohantavirus puumalaense
2111,KU314912.1,M,partial,Orthohantavirus puumalaense
2112,KU314913.1,M,partial,Orthohantavirus puumalaense
2113,KU314914.1,M,partial,Orthohantavirus puumalaense
2114,KU314915.1,M,partial,Orthohantavirus puumalaense
2115,KU314916.1,L,partial,Orthohantavirus puumalaense
2116,KU314917.1,L,partial,Orthohantavirus puumalaense
2117,KU314918.1,L,partial,Orthohantavirus puumalaense
2118,KU314919.1,L,partial,Orthohantavirus puumalaense
2119,KU314920.1,L,partial,Orthohantavirus puumalaense
2120,KU314921.1,L,partial,Orthohantavirus puumalaense
2121,KU314922.1,L,partial,Orthohantavirus puumalaense
2122,KU314923.1,L,partial,Orthohantavirus puumalaense
2123,KU314924.1,L,partial,Orthohantavirus puumalaense
2124,KU314925.1,L,partial,Orthohantavirus puumalaense
2125,KT247592.1,S,partial,Orthohantavirus puumalaense
2126,KT247593.1,S,partial,Orthohantavirus puumalaense
2127,KT247594.1,S,partial,Orthohantavirus puumalaense
2128,KT247595.1,S,partial,Orthohantavirus puumalaense
2129,KT247596.2,S,partial,Orthohantavirus puumalaense
2130,KT247597.1,S,partial,Orthohantavirus puumalaense
2131,KT247598.1,M,partial,Orthohantavirus puumalaense
2132,KT247599.1,M,partial,Orthohantavirus puumalaense
2133,KT247600.1,M,partial,Orthohantavirus puumalaense
2134,KT247601.1,M,partial,Orthohantavirus puumalaense
2135,KT247602.1,M,partial,Orthohantavirus puumalaense
2136,KT247603.1,M,partial,Orthohantavirus puumalaense
2137,KT247604.1,L,partial,Orthohantavirus puumalaense
2138,KT247605.1,L,partial,Orthohantavirus puumalaense
2139,KT247606.1,L,partial,Orthohantavirus puumalaense
2140,KT247607.1,L,partial,Orthohantavirus puumalaense
2141,KT247608.1,L,partial,Orthohantavirus puumalaense
2142,KT247609.1,L,partial,Orthohantavirus puumalaense
2143,KT885050.1,L,complete,Orthohantavirus puumalaense
2144,KT885051.1,M,complete,Orthohantavirus puumalaense
2145,KT885052.1,S,complete,Orthohantavirus puumalaense
2146,KR047195.1,S,partial,Orthohantavirus puumalaense
2147,KR047196.1,S,partial,Orthohantavirus puumalaense
2148,KR047197.1,S,partial,Orthohantavirus puumalaense
2149,KR047198.1,S,partial,Orthohantavirus puumalaense
2150,KR047199.1,S,partial,Orthohantavirus puumalaense
2151,KR047200.1,S,partial,Orthohantavirus puumalaense
2152,KR047201.1,S,partial,Orthohantavirus puumalaense
2153,KR047202.1,S,partial,Orthohantavirus puumalaense
2154,KR047203.1,S,partial,Orthohantavirus puumalaense
2155,KR047204.1,S,partial,Orthohantavirus puumalaense
2156,KR047205.1,S,partial,Orthohantavirus puumalaense
2157,KR047206.1,S,partial,Orthohantavirus puumalaense
2158,KR047207.1,S,partial,Orthohantavirus puumalaense
2159,KR047208.1,S,partial,Orthohantavirus puumalaense
2160,KR047209.1,S,partial,Orthohantavirus puumalaense
2161,KR047210.1,S,partial,Orthohantavirus puumalaense
2162,KR047211.1,S,partial,Orthohantavirus puumalaense
2163,KR047212.1,S,partial,Orthohantavirus puumalaense
2164,KR047213.1,S,partial,Orthohantavirus puumalaense
2165,KR047214.1,S,partial,Orthohantavirus puumalaense
2166,KR047215.1,S,partial,Orthohantavirus puumalaense
2167,KR047216.1,S,partial,Orthohantavirus puumalaense
2168,KR047217.1,S,partial,Orthohantavirus puumalaense
2169,KR047218.1,S,partial,Orthohantavirus puumalaense
2170,KR047219.1,S,partial,Orthohantavirus puumalaense
2171,KR047220.1,S,partial,Orthohantavirus puumalaense
2172,KR047221.1,S,partial,Orthohantavirus puumalaense
2173,KR047222.1,S,partial,Orthohantavirus puumalaense
2174,KR047223.1,S,partial,Orthohantavirus puumalaense
2175,KR047224.1,S,partial,Orthohantavirus puumalaense
2176,KR047225.1,S,partial,Orthohantavirus puumalaense
2177,KR047226.1,S,partial,Orthohantavirus puumalaense
2178,KR047227.1,S,partial,Orthohantavirus puumalaense
2179,KR047228.1,S,partial,Orthohantavirus puumalaense
2180,KR047229.1,S,partial,Orthohantavirus puumalaense
2181,KR047230.1,S,partial,Orthohantavirus puumalaense
2182,KR047231.1,S,partial,Orthohantavirus puumalaense
2183,KR047232.1,S,partial,Orthohantavirus puumalaense
2184,KR047233.1,S,partial,Orthohantavirus puumalaense
2185,KR047234.1,S,partial,Orthohantavirus puumalaense
2186,KR047235.1,S,partial,Orthohantavirus puumalaense
2187,KR047236.1,S,partial,Orthohantavirus puumalaense
2188,KR047237.1,S,partial,Orthohantavirus puumalaense
2189,KR047238.1,S,partial,Orthohantavirus puumalaense
2190,KR047239.1,S,partial,Orthohantavirus puumalaense
2191,KR047240.1,S,partial,Orthohantavirus puumalaense
2192,KR047241.1,S,partial,Orthohantavirus puumalaense
2193,KR047242.1,S,partial,Orthohantavirus puumalaense
2194,KR047243.1,S,partial,Orthohantavirus puumalaense
2195,KR047244.1,S,partial,Orthohantavirus puumalaense
2196,KR047245.1,S,partial,Orthohantavirus puumalaense
2197,KR047246.1,S,partial,Orthohantavirus puumalaense
2198,KR047247.1,S,partial,Orthohantavirus puumalaense
2199,KR047248.1,S,partial,Orthohantavirus puumalaense
2200,KR047249.1,S,partial,Orthohantavirus puumalaense
2201,KR047250.1,S,partial,Orthohantavirus puumalaense
2202,KR047251.1,S,partial,Orthohantavirus puumalaense
2203,KR047252.1,S,partial,Orthohantavirus puumalaense
2204,KR047253.1,S,partial,Orthohantavirus puumalaense
2205,KR047254.1,S,partial,Orthohantavirus puumalaense
2206,KR047255.1,S,partial,Orthohantavirus puumalaense
2207,KR047256.1,S,partial,Orthohantavirus puumalaense
2208,KR047257.1,S,partial,Orthohantavirus puumalaense
2209,KR047258.1,S,partial,Orthohantavirus puumalaense
2210,KR047259.1,S,partial,Orthohantavirus puumalaense
2211,KR047260.1,S,partial,Orthohantavirus puumalaense
2212,KR047261.1,S,partial,Orthohantavirus puumalaense
2213,KR047262.1,S,partial,Orthohantavirus puumalaense
2214,KR047263.1,S,partial,Orthohantavirus puumalaense
2215,KR047264.1,S,partial,Orthohantavirus puumalaense
2216,KR047265.1,S,partial,Orthohantavirus puumalaense
2217,KR047266.1,S,partial,Orthohantavirus puumalaense
2218,KR047267.1,S,partial,Orthohantavirus puumalaense
2219,KR047268.1,S,partial,Orthohantavirus puumalaense
2220,KR047269.1,S,partial,Orthohantavirus puumalaense
2221,KR047270.1,S,partial,Orthohantavirus puumalaense
2222,KR047271.1,S,partial,Orthohantavirus puumalaense
2223,KR047272.1,S,partial,Orthohantavirus puumalaense
2224,KR047273.1,S,partial,Orthohantavirus puumalaense
2225,KR047274.1,S,partial,Orthohantavirus puumalaense
2226,KR047275.1,S,partial,Orthohantavirus puumalaense
2227,KR047276.1,S,partial,Orthohantavirus puumalaense
2228,KR047277.1,S,partial,Orthohantavirus puumalaense
2229,KR047278.1,S,partial,Orthohantavirus puumalaense
2230,KR047279.1,S,partial,Orthohantavirus puumalaense
2231,KR047280.1,S,partial,Orthohantavirus puumalaense
2232,KR047281.1,S,partial,Orthohantavirus puumalaense
2233,KR047282.1,S,partial,Orthohantavirus puumalaense
2234,KR047283.1,S,partial,Orthohantavirus puumalaense
2235,KR047284.1,S,partial,Orthohantavirus puumalaense
2236,KR047285.1,S,partial,Orthohantavirus puumalaense
2237,KR047286.1,S,partial,Orthohantavirus puumalaense
2238,KR047287.1,S,partial,Orthohantavirus puumalaense
2239,KR047288.1,S,partial,Orthohantavirus puumalaense
2240,KR047289.1,S,partial,Orthohantavirus puumalaense
2241,KR047290.1,S,partial,Orthohantavirus puumalaense
2242,KR047291.1,S,partial,Orthohantavirus puumalaense
2243,KR047292.1,S,partial,Orthohantavirus puumalaense
2244,KR047293.1,S,partial,Orthohantavirus puumalaense
2245,KR047294.1,S,partial,Orthohantavirus puumalaense
2246,KR047295.1,S,partial,Orthohantavirus puumalaense
2247,KR047296.1,S,partial,Orthohantavirus puumalaense
2248,KR047297.1,S,partial,Orthohantavirus puumalaense
2249,KR047298.1,S,partial,Orthohantavirus puumalaense
2250,KR047299.1,S,partial,Orthohantavirus puumalaense
2251,KR047300.1,S,partial,Orthohantavirus puumalaense
2252,KR047301.1,S,partial,Orthohantavirus puumalaense
2253,KR047302.1,S,partial,Orthohantavirus puumalaense
2254,KR047303.1,S,partial,Orthohantavirus puumalaense
2255,KR047304.1,S,partial,Orthohantavirus puumalaense
2256,KR047305.1,S,partial,Orthohantavirus puumalaense
2257,KR047306.1,S,partial,Orthohantavirus puumalaense
2258,KR047307.1,S,partial,Orthohantavirus puumalaense
2259,KR047308.1,S,partial,Orthohantavirus puumalaense
2260,KR047309.1,S,partial,Orthohantavirus puumalaense
2261,KR047310.1,S,partial,Orthohantavirus puumalaense
2262,KR047311.1,S,partial,Orthohantavirus puumalaense
2263,KR047312.1,S,partial,Orthohantavirus puumalaense
2264,KR047313.1,S,partial,Orthohantavirus puumalaense
2265,KR047314.1,M,partial,Orthohantavirus puumalaense
2266,KR047315.1,M,partial,Orthohantavirus puumalaense
2267,KR047316.1,M,partial,Orthohantavirus puumalaense
2268,KR047317.1,M,partial,Orthohantavirus puumalaense
2269,KR047318.1,M,partial,Orthohantavirus puumalaense
2270,KR047319.1,M,partial,Orthohantavirus puumalaense
2271,KR047320.1,M,partial,Orthohantavirus puumalaense
2272,KR047321.1,M,partial,Orthohantavirus puumalaense
2273,KR047322.1,M,partial,Orthohantavirus puumalaense
2274,KR047323.1,M,partial,Orthohantavirus puumalaense
2275,KR047324.1,M,partial,Orthohantavirus puumalaense
2276,KR047325.1,M,partial,Orthohantavirus puumalaense
2277,KR047326.1,M,partial,Orthohantavirus puumalaense
2278,KR047327.1,M,partial,Orthohantavirus puumalaense
2279,KR047328.1,M,partial,Orthohantavirus puumalaense
2280,KR047329.1,M,partial,Orthohantavirus puumalaense
2281,KR047330.1,M,partial,Orthohantavirus puumalaense
2282,KR047331.1,M,partial,Orthohantavirus puumalaense
2283,KR047332.1,M,partial,Orthohantavirus puumalaense
2284,KR047333.1,M,partial,Orthohantavirus puumalaense
2285,KR047334.1,M,partial,Orthohantavirus puumalaense
2286,KR047335.1,M,partial,Orthohantavirus puumalaense
2287,KR047336.1,M,partial,Orthohantavirus puumalaense
2288,KR047337.1,M,partial,Orthohantavirus puumalaense
2289,KR047338.1,M,partial,Orthohantavirus puumalaense
2290,KR047339.1,M,partial,Orthohantavirus puumalaense
2291,KR047340.1,M,partial,Orthohantavirus puumalaense
2292,KR047342.1,M,partial,Orthohantavirus puumalaense
2293,KR047343.1,M,partial,Orthohantavirus puumalaense
2294,KR047344.1,M,partial,Orthohantavirus puumalaense
2295,KR047345.1,M,partial,Orthohantavirus puumalaense
2296,KR047346.1,M,partial,Orthohantavirus puumalaense
2297,KR047347.1,M,partial,Orthohantavirus puumalaense
2298,KR047348.1,M,partial,Orthohantavirus puumalaense
2299,KR047349.1,M,partial,Orthohantavirus puumalaense
2300,KR047350.1,M,partial,Orthohantavirus puumalaense
2301,KR047351.1,M,partial,Orthohantavirus puumalaense
2302,KR047352.1,M,partial,Orthohantavirus puumalaense
2303,KR047353.1,M,partial,Orthohantavirus puumalaense
2304,KR047354.1,M,partial,Orthohantavirus puumalaense
2305,KR047355.1,M,partial,Orthohantavirus puumalaense
2306,KR047356.1,M,partial,Orthohantavirus puumalaense
2307,KR047357.1,M,partial,Orthohantavirus puumalaense
2308,KR047358.1,M,partial,Orthohantavirus puumalaense
2309,KR047359.1,M,partial,Orthohantavirus puumalaense
2310,KR047360.1,M,partial,Orthohantavirus puumalaense
2311,KR047361.1,M,partial,Orthohantavirus puumalaense
2312,KR047362.1,M,partial,Orthohantavirus puumalaense
2313,KR047363.1,M,partial,Orthohantavirus puumalaense
2314,KR047364.1,M,partial,Orthohantavirus puumalaense
2315,KR047365.1,M,partial,Orthohantavirus puumalaense
