,Accession,Segment,Nuc_Completeness,Species
1073,MK548653.1,S,complete,Orthohantavirus hantanense
1074,MK548654.1,S,complete,Orthohantavirus hantanense
1075,MK548656.1,M,complete,Orthohantavirus hantanense
1076,MK548657.1,M,complete,Orthohantavirus hantanense
1077,MK548661.1,M,complete,Orthohantavirus hantanense
1078,MK548662.1,M,complete,Orthohantavirus hantanense
1079,MK548663.1,M,complete,Orthohantavirus hantanense
1080,MK548665.1,L,complete,Orthohantavirus hantanense
1081,MK548666.1,L,complete,Orthohantavirus hantanense
1082,MK548670.1,L,complete,Orthohantavirus hantanense
1083,MK548671.1,L,complete,Orthohantavirus hantanense
1084,MK548672.1,L,complete,Orthohantavirus hantanense
1085,MK548677.1,S,complete,Orthohantavirus hantanense
1086,MK548678.1,S,complete,Orthohantavirus hantanense
1087,MK548679.1,S,complete,Orthohantavirus hantanense
1088,MK548680.1,S,complete,Orthohantavirus hantanense
1089,MK548681.1,S,complete,Orthohantavirus hantanense
1090,MK548686.1,M,complete,Orthohantavirus hantanense
1091,MK548687.1,M,complete,Orthohantavirus hantanense
1092,MK548688.1,M,complete,Orthohantavirus hantanense
1093,MK548689.1,M,complete,Orthohantavirus hantanense
1094,MK548690.1,M,complete,Orthohantavirus hantanense
1095,MK548695.1,L,complete,Orthohantavirus hantanense
1096,MK548696.1,L,complete,Orthohantavirus hantanense
1097,MK548697.1,L,complete,Orthohantavirus hantanense
1098,MK548698.1,L,complete,Orthohantavirus hantanense
1099,MK548699.1,L,complete,Orthohantavirus hantanense
1100,MK189285.1,L,partial,Orthohantavirus hantanense
1101,MK189286.1,L,partial,Orthohantavirus hantanense
1102,MK189287.1,L,partial,Orthohantavirus hantanense
1103,MK189288.1,L,partial,Orthohantavirus hantanense
1104,MK189289.1,L,partial,Orthohantavirus hantanense
1105,MK189290.1,L,partial,Orthohantavirus hantanense
1106,MK189291.1,L,partial,Orthohantavirus hantanense
1107,MK189292.1,L,partial,Orthohantavirus hantanense
1108,MK189293.1,L,partial,Orthohantavirus hantanense
1109,MK189294.1,L,partial,Orthohantavirus hantanense
1110,MK189295.1,L,partial,Orthohantavirus hantanense
1111,MK189296.1,L,partial,Orthohantavirus hantanense
1112,MK189297.1,L,partial,Orthohantavirus hantanense
1113,MK189298.1,L,partial,Orthohantavirus hantanense
1114,MK189299.1,L,partial,Orthohantavirus hantanense
1115,MK189300.1,L,partial,Orthohantavirus hantanense
1116,MK636781.1,S,partial,Orthohantavirus hantanense
1117,MK636782.1,S,partial,Orthohantavirus hantanense
1118,MK636783.1,S,partial,Orthohantavirus hantanense
1119,MK636784.1,S,partial,Orthohantavirus hantanense
1120,MK636785.1,S,partial,Orthohantavirus hantanense
1121,MK636786.1,S,partial,Orthohantavirus hantanense
1122,MK636787.1,S,partial,Orthohantavirus hantanense
1123,MK636788.1,S,partial,Orthohantavirus hantanense
1124,MK636789.1,S,partial,Orthohantavirus hantanense
1125,MK636790.1,S,partial,Orthohantavirus hantanense
1126,MK636791.1,S,partial,Orthohantavirus hantanense
1127,MK636792.1,S,partial,Orthohantavirus hantanense
1128,MK636793.1,S,partial,Orthohantavirus hantanense
1129,MK636794.1,S,partial,Orthohantavirus hantanense
1130,MK636795.1,S,partial,Orthohantavirus hantanense
1131,MK636796.1,S,partial,Orthohantavirus hantanense
1132,MK636797.1,S,partial,Orthohantavirus hantanense
1133,MK636801.1,S,partial,Orthohantavirus hantanense
1134,MK158086.1,M,partial,Orthohantavirus hantanense
1135,MK158087.1,M,partial,Orthohantavirus hantanense
1136,MK158088.1,M,partial,Orthohantavirus hantanense
1137,MK158089.1,M,partial,Orthohantavirus hantanense
1138,MK158090.1,M,partial,Orthohantavirus hantanense
1139,MK158091.1,M,partial,Orthohantavirus hantanense
1140,MK158092.1,M,partial,Orthohantavirus hantanense
1141,MK158093.1,M,partial,Orthohantavirus hantanense
1142,MK158094.1,M,partial,Orthohantavirus hantanense
1143,MH598466.1,L,partial,Orthohantavirus hantanense
1144,MH598467.1,L,partial,Orthohantavirus hantanense
1145,MH598468.1,L,partial,Orthohantavirus hantanense
1146,MH598469.1,L,partial,Orthohantavirus hantanense
1147,MH598470.1,L,partial,Orthohantavirus hantanense
1148,MH598471.1,L,partial,Orthohantavirus hantanense
1149,MH598472.1,L,partial,Orthohantavirus hantanense
1150,MH598473.1,L,partial,Orthohantavirus hantanense
1151,MH598474.1,L,partial,Orthohantavirus hantanense
1152,MH598475.1,L,partial,Orthohantavirus hantanense
1153,MH598476.1,L,partial,Orthohantavirus hantanense
1154,MH598477.1,L,partial,Orthohantavirus hantanense
1155,MH598478.1,L,partial,Orthohantavirus hantanense
1156,MH598479.1,L,partial,Orthohantavirus hantanense
1157,MH598480.1,M,partial,Orthohantavirus hantanense
1158,MH598481.1,M,partial,Orthohantavirus hantanense
1159,MH598482.1,M,partial,Orthohantavirus hantanense
1160,MH598483.1,M,partial,Orthohantavirus hantanense
1161,MH598484.1,M,partial,Orthohantavirus hantanense
1162,MH598485.1,M,partial,Orthohantavirus hantanense
1163,MH598486.1,M,partial,Orthohantavirus hantanense
1164,MH598487.1,M,partial,Orthohantavirus hantanense
1165,MH598488.1,M,partial,Orthohantavirus hantanense
1166,MH598489.1,M,partial,Orthohantavirus hantanense
1167,MH598490.1,M,partial,Orthohantavirus hantanense
1168,MH598491.1,M,partial,Orthohantavirus hantanense
1169,MH598492.1,M,partial,Orthohantavirus hantanense
1170,MH598493.1,M,partial,Orthohantavirus hantanense
1171,MH598494.1,S,partial,Orthohantavirus hantanense
1172,MH598495.1,S,partial,Orthohantavirus hantanense
1173,MH598496.1,S,partial,Orthohantavirus hantanense
1174,MH598497.1,S,partial,Orthohantavirus hantanense
1175,MH598498.1,S,partial,Orthohantavirus hantanense
1176,MH598499.1,S,partial,Orthohantavirus hantanense
1177,MH598500.1,S,partial,Orthohantavirus hantanense
1178,MH598501.1,S,partial,Orthohantavirus hantanense
1179,MH598502.1,S,partial,Orthohantavirus hantanense
1180,MH598503.1,S,partial,Orthohantavirus hantanense
1181,MH598504.1,S,partial,Orthohantavirus hantanense
1182,MH598505.1,S,partial,Orthohantavirus hantanense
1183,MH598506.1,S,partial,Orthohantavirus hantanense
1184,MH598507.1,S,partial,Orthohantavirus hantanense
1185,MH251328.1,S,partial,Orthohantavirus hantanense
1186,MH251329.1,M,partial,Orthohantavirus hantanense
1187,MH251330.1,L,partial,Orthohantavirus hantanense
1188,MF141748.1,L,partial,Orthohantavirus hantanense
1189,MF141749.1,L,partial,Orthohantavirus hantanense
1190,MF141750.1,L,partial,Orthohantavirus hantanense
1191,MF141751.1,L,partial,Orthohantavirus hantanense
1192,MF141752.1,L,partial,Orthohantavirus hantanense
1193,MF141753.1,L,partial,Orthohantavirus hantanense
1194,MF141754.1,L,partial,Orthohantavirus hantanense
1195,MF141755.1,L,partial,Orthohantavirus hantanense
1196,MF141756.1,L,partial,Orthohantavirus hantanense
1197,MF141757.1,L,partial,Orthohantavirus hantanense
1198,MF141758.1,L,partial,Orthohantavirus hantanense
1199,MF141759.1,L,partial,Orthohantavirus hantanense
1200,MF141760.1,L,partial,Orthohantavirus hantanense
1201,MF141761.1,L,partial,Orthohantavirus hantanense
1202,MF141762.1,L,partial,Orthohantavirus hantanense
1203,MF141763.1,L,partial,Orthohantavirus hantanense
1204,MF141764.1,L,partial,Orthohantavirus hantanense
1205,MF141765.1,L,partial,Orthohantavirus hantanense
1206,MF141766.1,L,partial,Orthohantavirus hantanense
1207,MF141796.1,M,partial,Orthohantavirus hantanense
1208,MF141797.1,M,partial,Orthohantavirus hantanense
1209,MF141798.1,M,partial,Orthohantavirus hantanense
1210,MF141799.1,M,partial,Orthohantavirus hantanense
1211,MF141800.1,M,partial,Orthohantavirus hantanense
1212,MF141801.1,M,partial,Orthohantavirus hantanense
1213,MF141802.1,M,partial,Orthohantavirus hantanense
1214,MF141803.1,M,partial,Orthohantavirus hantanense
1215,MF141804.1,M,partial,Orthohantavirus hantanense
1216,MF141805.1,M,partial,Orthohantavirus hantanense
1217,MF141806.1,M,partial,Orthohantavirus hantanense
1218,MF141807.1,M,partial,Orthohantavirus hantanense
1219,MF141808.1,M,partial,Orthohantavirus hantanense
1220,MF141809.1,M,partial,Orthohantavirus hantanense
1221,MF141810.1,M,partial,Orthohantavirus hantanense
1222,MF141811.1,M,partial,Orthohantavirus hantanense
1223,MF141812.1,M,partial,Orthohantavirus hantanense
1224,MF141813.1,M,partial,Orthohantavirus hantanense
1225,MF141814.1,M,partial,Orthohantavirus hantanense
1226,MF141815.1,M,partial,Orthohantavirus hantanense
1227,MF141816.1,M,partial,Orthohantavirus hantanense
1228,MF141817.1,M,partial,Orthohantavirus hantanense
1229,MF141818.1,M,partial,Orthohantavirus hantanense
1230,MF141819.1,M,partial,Orthohantavirus hantanense
1231,MF141820.1,M,partial,Orthohantavirus hantanense
1232,MF141821.1,M,partial,Orthohantavirus hantanense
1233,MF141822.1,M,partial,Orthohantavirus hantanense
1234,MF141823.1,M,partial,Orthohantavirus hantanense
1235,MF141824.1,S,partial,Orthohantavirus hantanense
1236,MF141825.1,S,partial,Orthohantavirus hantanense
1237,MF141826.1,S,partial,Orthohantavirus hantanense
1238,MF141827.1,S,partial,Orthohantavirus hantanense
1239,MF141828.1,S,partial,Orthohantavirus hantanense
1240,MF141829.1,S,partial,Orthohantavirus hantanense
1241,MF141830.1,S,partial,Orthohantavirus hantanense
1242,MF141831.1,S,partial,Orthohantavirus hantanense
1243,MF141832.1,S,partial,Orthohantavirus hantanense
1244,MF141833.1,S,partial,Orthohantavirus hantanense
1245,MF141834.1,S,partial,Orthohantavirus hantanense
1246,MF141835.1,S,partial,Orthohantavirus hantanense
1247,MF141836.1,S,partial,Orthohantavirus hantanense
1248,MF141837.1,S,partial,Orthohantavirus hantanense
1249,MF141838.1,S,partial,Orthohantavirus hantanense
1250,MF141839.1,S,partial,Orthohantavirus hantanense
1251,KX119152.1,M,partial,Orthohantavirus hantanense
1252,KX119153.1,M,partial,Orthohantavirus hantanense
1253,KX119154.1,M,partial,Orthohantavirus hantanense
1254,KX119155.1,M,partial,Orthohantavirus hantanense
1255,KX119156.1,M,partial,Orthohantavirus hantanense
1256,KX119157.1,M,partial,Orthohantavirus hantanense
1257,KX119158.1,M,partial,Orthohantavirus hantanense
1258,KX119159.1,M,partial,Orthohantavirus hantanense
1259,KX119160.1,M,partial,Orthohantavirus hantanense
1260,KX119161.1,M,partial,Orthohantavirus hantanense
1261,KX119162.1,M,partial,Orthohantavirus hantanense
1262,KY978755.1,S,complete,Orthohantavirus hantanense
1263,KY978756.1,M,complete,Orthohantavirus hantanense
1264,KY978757.1,L,complete,Orthohantavirus hantanense
1265,MG663537.1,L,partial,Orthohantavirus hantanense
1266,MG663538.1,M,partial,Orthohantavirus hantanense
1267,MG663539.1,S,partial,Orthohantavirus hantanense
1268,KY817594.1,M,partial,Orthohantavirus hantanense
1269,KY817595.1,M,partial,Orthohantavirus hantanense
1270,KY817596.1,M,partial,Orthohantavirus hantanense
1271,KY817597.1,M,partial,Orthohantavirus hantanense
1272,KX775445.1,L,partial,Orthohantavirus hantanense
1273,KX775447.1,L,partial,Orthohantavirus hantanense
1274,KX775450.1,L,partial,Orthohantavirus hantanense
1275,KX775454.1,L,partial,Orthohantavirus hantanense
1276,KX775455.1,L,partial,Orthohantavirus hantanense
1277,KX775456.1,L,partial,Orthohantavirus hantanense
1278,KX775457.1,L,partial,Orthohantavirus hantanense
1279,KX775458.1,L,partial,Orthohantavirus hantanense
1280,KX775459.1,L,partial,Orthohantavirus hantanense
1281,KX775465.1,L,partial,Orthohantavirus hantanense
1282,KX775466.1,L,partial,Orthohantavirus hantanense
1283,KY468949.1,L,partial,Orthohantavirus hantanense
1284,KY468950.1,L,partial,Orthohantavirus hantanense
1285,KY468951.1,L,partial,Orthohantavirus hantanense
1286,KY468952.1,L,partial,Orthohantavirus hantanense
1287,KY468953.1,L,partial,Orthohantavirus hantanense
1288,KY468954.1,L,partial,Orthohantavirus hantanense
1289,KY468955.1,L,partial,Orthohantavirus hantanense
1290,KY468956.1,L,partial,Orthohantavirus hantanense
1291,KY468957.1,L,partial,Orthohantavirus hantanense
1292,KY283955.1,S,partial,Orthohantavirus hantanense
1293,KY283956.1,S,partial,Orthohantavirus hantanense
1294,LC209206.1,S,partial,Orthohantavirus hantanense
1295,LC209207.1,S,partial,Orthohantavirus hantanense
1296,LC209208.1,M,partial,Orthohantavirus hantanense
1297,LC209209.1,M,partial,Orthohantavirus hantanense
1298,LC209210.1,L,partial,Orthohantavirus hantanense
1299,LC209211.1,L,partial,Orthohantavirus hantanense
1300,KY807166.1,S,partial,Orthohantavirus hantanense
1301,KY807167.1,S,partial,Orthohantavirus hantanense
1302,KY807168.1,S,partial,Orthohantavirus hantanense
1303,KY807172.1,S,partial,Orthohantavirus hantanense
1304,KY131795.1,L,partial,Orthohantavirus hantanense
1305,KY594712.1,L,complete,Orthohantavirus hantanense
1306,KY594713.1,L,complete,Orthohantavirus hantanense
1307,KY594714.1,L,complete,Orthohantavirus hantanense
1308,KY594715.1,M,complete,Orthohantavirus hantanense
1309,KY594716.1,M,complete,Orthohantavirus hantanense
1310,KY594717.1,M,complete,Orthohantavirus hantanense
1311,KY594718.1,S,complete,Orthohantavirus hantanense
1312,KY594719.1,S,complete,Orthohantavirus hantanense
1313,KY594720.1,S,complete,Orthohantavirus hantanense
1314,KX601186.1,S,partial,Orthohantavirus hantanense
1344,KY357322.1,S,partial,Orthohantavirus hantanense
1345,KY357323.1,S,partial,Orthohantavirus hantanense
1346,KY357324.1,S,partial,Orthohantavirus hantanense
1347,KY357325.1,S,partial,Orthohantavirus hantanense
1348,KU207153.1,L,complete,Orthohantavirus hantanense
1349,KU207154.1,L,complete,Orthohantavirus hantanense
1350,KU207155.1,L,complete,Orthohantavirus hantanense
1351,KU207156.1,L,complete,Orthohantavirus hantanense
1352,KU207157.1,L,complete,Orthohantavirus hantanense
1353,KU207158.1,L,complete,Orthohantavirus hantanense
1354,KU207159.1,L,complete,Orthohantavirus hantanense
1355,KU207160.1,M,partial,Orthohantavirus hantanense
1356,KU207161.1,M,partial,Orthohantavirus hantanense
1357,KU207162.1,M,partial,Orthohantavirus hantanense
1358,KU207163.1,M,partial,Orthohantavirus hantanense
1359,KU207164.1,M,partial,Orthohantavirus hantanense
1360,KU207165.1,M,partial,Orthohantavirus hantanense
1361,KU207166.1,M,partial,Orthohantavirus hantanense
1362,KU207167.1,S,partial,Orthohantavirus hantanense
1363,KU207168.1,S,partial,Orthohantavirus hantanense
1364,KU207169.1,S,partial,Orthohantavirus hantanense
1365,KU207170.1,S,partial,Orthohantavirus hantanense
1366,KU207171.1,S,partial,Orthohantavirus hantanense
1367,KU207172.1,S,partial,Orthohantavirus hantanense
1368,KU207173.1,S,partial,Orthohantavirus hantanense
1369,KX687227.1,M,complete,Orthohantavirus hantanense
1370,KX687228.1,M,complete,Orthohantavirus hantanense
1371,KX687229.1,M,complete,Orthohantavirus hantanense
1372,KX687230.1,M,complete,Orthohantavirus hantanense
1373,KX687231.1,M,complete,Orthohantavirus hantanense
1374,KX687232.1,S,complete,Orthohantavirus hantanense
1375,KX687233.1,S,complete,Orthohantavirus hantanense
1376,KX687234.1,S,complete,Orthohantavirus hantanense
1377,KX687235.1,S,complete,Orthohantavirus hantanense
1378,KX687236.1,S,complete,Orthohantavirus hantanense
1379,KX687237.1,L,complete,Orthohantavirus hantanense
1380,KX687238.1,L,complete,Orthohantavirus hantanense
1381,KX687239.1,L,complete,Orthohantavirus hantanense
1382,KX687240.1,L,complete,Orthohantavirus hantanense
1383,KX687241.1,L,complete,Orthohantavirus hantanense
1384,KT893875.1,M,partial,Orthohantavirus hantanense
1385,KT893876.1,M,partial,Orthohantavirus hantanense
1386,KT893877.1,M,partial,Orthohantavirus hantanense
1387,KT893878.1,M,partial,Orthohantavirus hantanense
1388,KT893879.1,M,partial,Orthohantavirus hantanense
1389,KT893880.1,M,partial,Orthohantavirus hantanense
1390,KT893881.1,M,partial,Orthohantavirus hantanense
1391,KT893882.1,M,partial,Orthohantavirus hantanense
1392,KT893883.1,M,partial,Orthohantavirus hantanense
1393,KT893884.1,M,partial,Orthohantavirus hantanense
1394,KT893885.1,M,partial,Orthohantavirus hantanense
1395,KT893886.1,M,partial,Orthohantavirus hantanense
1396,KT893887.1,M,partial,Orthohantavirus hantanense
1397,KT893888.1,M,partial,Orthohantavirus hantanense
1398,KT893889.1,M,partial,Orthohantavirus hantanense
1399,KT893890.1,M,partial,Orthohantavirus hantanense
1400,KT893891.1,M,partial,Orthohantavirus hantanense
1401,KT893892.1,M,partial,Orthohantavirus hantanense
1402,KT893893.1,M,partial,Orthohantavirus hantanense
1403,KT893894.1,M,partial,Orthohantavirus hantanense
1404,KT893895.1,M,partial,Orthohantavirus hantanense
1405,KT893896.1,M,partial,Orthohantavirus hantanense
1406,KU207174.1,L,partial,Orthohantavirus hantanense
1407,KU207175.1,L,partial,Orthohantavirus hantanense
1408,KU207176.1,L,partial,Orthohantavirus hantanense
1409,KU207177.1,L,partial,Orthohantavirus hantanense
1410,KU207178.1,L,partial,Orthohantavirus hantanense
1411,KU207179.1,L,partial,Orthohantavirus hantanense
1412,KU207180.1,L,partial,Orthohantavirus hantanense
1413,KU207181.1,L,partial,Orthohantavirus hantanense
1414,KU207182.1,M,partial,Orthohantavirus hantanense
1415,KU207183.1,M,partial,Orthohantavirus hantanense
1416,KU207184.1,M,partial,Orthohantavirus hantanense
1417,KU207185.1,M,partial,Orthohantavirus hantanense
1418,KU207186.1,M,partial,Orthohantavirus hantanense
1419,KU207187.1,M,partial,Orthohantavirus hantanense
1420,KU207188.1,M,partial,Orthohantavirus hantanense
1421,KU207189.1,M,partial,Orthohantavirus hantanense
1422,KU207190.1,S,partial,Orthohantavirus hantanense
1423,KU207191.1,S,partial,Orthohantavirus hantanense
1424,KU207192.1,S,partial,Orthohantavirus hantanense
1425,KU207193.1,S,partial,Orthohantavirus hantanense
1426,KU207194.1,S,partial,Orthohantavirus hantanense
1427,KU207195.1,S,partial,Orthohantavirus hantanense
1428,KU207196.1,S,partial,Orthohantavirus hantanense
1429,KU207197.1,S,partial,Orthohantavirus hantanense
1430,KU207198.1,L,partial,Orthohantavirus hantanense
1431,KU207199.1,L,partial,Orthohantavirus hantanense
1432,KU207200.1,L,partial,Orthohantavirus hantanense
1433,KU207201.1,L,partial,Orthohantavirus hantanense
1434,KU207202.1,M,partial,Orthohantavirus hantanense
1435,KU207203.1,M,partial,Orthohantavirus hantanense
1436,KU207204.1,M,partial,Orthohantavirus hantanense
1437,KU207205.1,M,partial,Orthohantavirus hantanense
1438,KU207206.1,S,partial,Orthohantavirus hantanense
1439,KU207207.1,S,partial,Orthohantavirus hantanense
1440,KU207208.1,S,partial,Orthohantavirus hantanense
1441,KU207209.1,S,partial,Orthohantavirus hantanense
1442,KU215675.1,L,complete,Orthohantavirus hantanense
1443,KT934956.1,L,complete,Orthohantavirus hantanense
1444,KT934957.1,L,complete,Orthohantavirus hantanense
1445,KT934958.1,L,complete,Orthohantavirus hantanense
1446,KT934959.1,L,complete,Orthohantavirus hantanense
1447,KT934960.1,L,complete,Orthohantavirus hantanense
1448,KT934961.1,L,complete,Orthohantavirus hantanense
1449,KT934962.1,L,complete,Orthohantavirus hantanense
1450,KT934963.1,L,complete,Orthohantavirus hantanense
1451,KT934964.1,L,complete,Orthohantavirus hantanense
1452,KT934965.1,L,complete,Orthohantavirus hantanense
1453,KT934966.1,L,complete,Orthohantavirus hantanense
1454,KT934967.1,L,complete,Orthohantavirus hantanense
1455,KT934968.1,L,complete,Orthohantavirus hantanense
1456,KT934969.1,L,complete,Orthohantavirus hantanense
1457,KT934970.1,L,complete,Orthohantavirus hantanense
1458,KT934971.1,L,complete,Orthohantavirus hantanense
1459,KT934972.1,L,complete,Orthohantavirus hantanense
1460,KT934973.1,L,complete,Orthohantavirus hantanense
1461,KT934974.1,L,complete,Orthohantavirus hantanense
1462,KT934975.1,L,complete,Orthohantavirus hantanense
1463,KT934976.1,L,complete,Orthohantavirus hantanense
1464,KT934977.1,L,complete,Orthohantavirus hantanense
1465,KT934978.1,L,complete,Orthohantavirus hantanense
1466,KT934979.1,L,complete,Orthohantavirus hantanense
1467,KT934980.1,L,complete,Orthohantavirus hantanense
1468,KT934981.1,L,complete,Orthohantavirus hantanense
1469,KT934982.1,L,complete,Orthohantavirus hantanense
1470,KT934983.1,L,complete,Orthohantavirus hantanense
1471,KT934984.1,L,complete,Orthohantavirus hantanense
1472,KT934985.1,L,complete,Orthohantavirus hantanense
1473,KT934986.1,L,complete,Orthohantavirus hantanense
1474,KT934987.1,L,complete,Orthohantavirus hantanense
1475,KT934988.1,L,complete,Orthohantavirus hantanense
1476,KT934989.1,L,complete,Orthohantavirus hantanense
1477,KT934990.1,M,partial,Orthohantavirus hantanense
1478,KT934991.1,M,partial,Orthohantavirus hantanense
1479,KT934992.1,M,partial,Orthohantavirus hantanense
1480,KT934993.1,M,partial,Orthohantavirus hantanense
1481,KT934994.1,M,partial,Orthohantavirus hantanense
1482,KT934995.1,M,partial,Orthohantavirus hantanense
1483,KT934996.1,M,partial,Orthohantavirus hantanense
1484,KT934997.1,M,partial,Orthohantavirus hantanense
1485,KT934998.1,M,partial,Orthohantavirus hantanense
1486,KT934999.1,M,partial,Orthohantavirus hantanense
1487,KT935000.1,M,partial,Orthohantavirus hantanense
1488,KT935001.1,M,partial,Orthohantavirus hantanense
1489,KT935002.1,M,partial,Orthohantavirus hantanense
1490,KT935003.1,M,partial,Orthohantavirus hantanense
1491,KT935004.1,M,partial,Orthohantavirus hantanense
1492,KT935005.1,M,partial,Orthohantavirus hantanense
1493,KT935006.1,M,partial,Orthohantavirus hantanense
1494,KT935007.1,M,partial,Orthohantavirus hantanense
1495,KT935008.1,M,partial,Orthohantavirus hantanense
1496,KT935009.1,M,partial,Orthohantavirus hantanense
1497,KT935010.1,M,partial,Orthohantavirus hantanense
1498,KT935011.1,M,partial,Orthohantavirus hantanense
1499,KT935012.1,M,partial,Orthohantavirus hantanense
1500,KT935013.1,M,partial,Orthohantavirus hantanense
1501,KT935014.1,M,partial,Orthohantavirus hantanense
1502,KT935015.1,M,partial,Orthohantavirus hantanense
1503,KT935016.1,M,partial,Orthohantavirus hantanense
1504,KT935017.1,M,partial,Orthohantavirus hantanense
1505,KT935018.1,M,partial,Orthohantavirus hantanense
1506,KT935019.1,M,partial,Orthohantavirus hantanense
1507,KT935020.1,M,partial,Orthohantavirus hantanense
1508,KT935021.1,M,partial,Orthohantavirus hantanense
1509,KT935022.1,M,partial,Orthohantavirus hantanense
1510,KT935023.1,M,partial,Orthohantavirus hantanense
1511,KT935024.1,S,partial,Orthohantavirus hantanense
1512,KT935025.1,S,partial,Orthohantavirus hantanense
1513,KT935026.1,S,partial,Orthohantavirus hantanense
1514,KT935027.1,S,partial,Orthohantavirus hantanense
1515,KT935028.1,S,partial,Orthohantavirus hantanense
1516,KT935029.1,S,partial,Orthohantavirus hantanense
1517,KT935030.1,S,partial,Orthohantavirus hantanense
1518,KT935031.1,S,partial,Orthohantavirus hantanense
1519,KT935032.1,S,partial,Orthohantavirus hantanense
1520,KT935033.1,S,partial,Orthohantavirus hantanense
1521,KT935034.1,S,partial,Orthohantavirus hantanense
1522,KT935035.1,S,partial,Orthohantavirus hantanense
1523,KT935036.1,S,partial,Orthohantavirus hantanense
1524,KT935037.1,S,partial,Orthohantavirus hantanense
1525,KT935038.1,S,partial,Orthohantavirus hantanense
1526,KT935039.1,S,partial,Orthohantavirus hantanense
1527,KT935040.1,S,partial,Orthohantavirus hantanense
1528,KT935041.1,S,partial,Orthohantavirus hantanense
1529,KT935042.1,S,partial,Orthohantavirus hantanense
1530,KT935043.1,S,partial,Orthohantavirus hantanense
1531,KT935044.1,S,partial,Orthohantavirus hantanense
1532,KT935045.1,S,partial,Orthohantavirus hantanense
1533,KT935046.1,S,partial,Orthohantavirus hantanense
1534,KT935047.1,S,partial,Orthohantavirus hantanense
1535,KT935048.1,S,partial,Orthohantavirus hantanense
1536,KT935049.1,S,partial,Orthohantavirus hantanense
1537,KT935050.1,S,partial,Orthohantavirus hantanense
1538,KT935051.1,S,partial,Orthohantavirus hantanense
1539,KT935052.1,S,partial,Orthohantavirus hantanense
1540,KT935053.1,S,partial,Orthohantavirus hantanense
1541,KT935054.1,S,partial,Orthohantavirus hantanense
1542,KT935055.1,S,partial,Orthohantavirus hantanense
1543,KT935056.1,S,partial,Orthohantavirus hantanense
1544,KT935057.1,S,partial,Orthohantavirus hantanense
1545,KP970560.1,M,partial,Orthohantavirus hantanense
1546,KP970561.1,M,partial,Orthohantavirus hantanense
1547,KP970562.1,M,partial,Orthohantavirus hantanense
1548,KP970563.1,M,partial,Orthohantavirus hantanense
1549,KP970564.1,M,partial,Orthohantavirus hantanense
1550,KP970565.1,M,partial,Orthohantavirus hantanense
1551,KP970566.1,M,partial,Orthohantavirus hantanense
1552,KP970567.1,M,partial,Orthohantavirus hantanense
1553,KP970568.1,M,partial,Orthohantavirus hantanense
1554,KP970569.1,M,partial,Orthohantavirus hantanense
1555,KP970570.1,M,partial,Orthohantavirus hantanense
1556,KP970571.1,M,partial,Orthohantavirus hantanense
1557,KP970572.1,S,partial,Orthohantavirus hantanense
1558,KP970573.1,S,partial,Orthohantavirus hantanense
1559,KP970574.1,S,partial,Orthohantavirus hantanense
1560,KP970575.1,S,partial,Orthohantavirus hantanense
1561,KP970576.1,S,partial,Orthohantavirus hantanense
1562,KP970577.1,S,partial,Orthohantavirus hantanense
1563,KP970578.1,S,partial,Orthohantavirus hantanense
1564,KP970579.1,S,partial,Orthohantavirus hantanense
1565,KP970580.1,S,partial,Orthohantavirus hantanense
1566,KP970581.1,S,partial,Orthohantavirus hantanense
1567,KP970582.1,S,partial,Orthohantavirus hantanense
1568,KP970583.1,S,partial,Orthohantavirus hantanense
1569,KT885159.1,M,partial,Orthohantavirus hantanense
1570,KT885160.1,M,partial,Orthohantavirus hantanense
1571,KT885161.1,M,partial,Orthohantavirus hantanense
1572,KT885162.1,M,partial,Orthohantavirus hantanense
1573,KT885163.1,M,partial,Orthohantavirus hantanense
1574,KT885164.1,M,partial,Orthohantavirus hantanense
1575,KT885165.1,M,partial,Orthohantavirus hantanense
1576,KT885166.1,M,partial,Orthohantavirus hantanense
1577,KT885167.1,M,partial,Orthohantavirus hantanense
1578,KT885168.1,M,partial,Orthohantavirus hantanense
1579,KU821027.1,L,partial,Orthohantavirus hantanense
1580,KU821028.1,L,partial,Orthohantavirus hantanense
1581,KT223834.1,L,partial,Orthohantavirus hantanense
1582,KT223835.1,L,partial,Orthohantavirus hantanense
1583,KT223836.1,L,partial,Orthohantavirus hantanense
1584,KT213421.1,L,partial,Orthohantavirus hantanense
1585,KT213422.1,L,partial,Orthohantavirus hantanense
1586,KT213424.1,L,partial,Orthohantavirus hantanense
1587,KT213425.1,L,partial,Orthohantavirus hantanense
1588,KT213426.1,L,partial,Orthohantavirus hantanense
1589,KT213427.1,L,partial,Orthohantavirus hantanense
1590,KT213428.1,L,partial,Orthohantavirus hantanense
1591,KT213429.1,L,partial,Orthohantavirus hantanense
1592,KT213430.1,L,partial,Orthohantavirus hantanense
1593,KT213431.1,L,partial,Orthohantavirus hantanense
1594,KT213432.1,L,partial,Orthohantavirus hantanense
1595,KT213433.1,L,partial,Orthohantavirus hantanense
1596,KT213434.1,L,partial,Orthohantavirus hantanense
1597,KT213435.1,L,partial,Orthohantavirus hantanense
1598,KT213436.1,L,partial,Orthohantavirus hantanense
1599,KT213438.1,L,partial,Orthohantavirus hantanense
1600,KT885047.1,L,complete,Orthohantavirus hantanense
