Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
KU207207.1,GenBank,set:cad0dca00d0926e0dd67674efa9f9fc980f5fbba,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,ROKA14-11,S,"Orthohantavirus hantanense isolate ROKA14-11 segment S nucleocapsid protein gene, complete cds",1696,partial,South Korea,South Korea,,Homo sapiens,,"Kim,W.K., Kim,J.A., Song,D.H., Lee,D., Kim,Y.C., Lee,S.Y., Lee,S.H., No,J.S., Kim,J.H., Kho,J.H., Gu,S.H., Jeong,S.T., Wiley,M., Kim,H.C., Klein,T.A., Palacios,G., Song,J.W., Song,J.-W.","Korea University, Department of Microbiology, College of Medicine",South Korea,1,2014-11-28,2016-06-22,ssRNA(-)
KU207208.1,GenBank,set:234a0f72c4354032b316ceeae1927be744792391,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,US8A14-2,S,"Orthohantavirus hantanense isolate US8A14-2 segment S nucleocapsid protein gene, complete cds",1697,partial,South Korea,South Korea,,Homo sapiens,,"Kim,W.K., Kim,J.A., Song,D.H., Lee,D., Kim,Y.C., Lee,S.Y., Lee,S.H., No,J.S., Kim,J.H., Kho,J.H., Gu,S.H., Jeong,S.T., Wiley,M., Kim,H.C., Klein,T.A., Palacios,G., Song,J.W., Song,J.-W.","Korea University, Department of Microbiology, College of Medicine",South Korea,1,2014-12-24,2016-06-22,ssRNA(-)
KU207209.1,GenBank,set:86fcac2a0a85eea52448855b0908c41965701769,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,US8A15-1,S,"Orthohantavirus hantanense isolate US8A15-1 segment S nucleocapsid protein gene, complete cds",1696,partial,South Korea,South Korea,,Homo sapiens,,"Kim,W.K., Kim,J.A., Song,D.H., Lee,D., Kim,Y.C., Lee,S.Y., Lee,S.H., No,J.S., Kim,J.H., Kho,J.H., Gu,S.H., Jeong,S.T., Wiley,M., Kim,H.C., Klein,T.A., Palacios,G., Song,J.W., Song,J.-W.","Korea University, Department of Microbiology, College of Medicine",South Korea,1,2015-05-21,2016-06-22,ssRNA(-)
KU215675.1,GenBank,set:cbed7d1509811baa650605daa7ff596565bd28c0,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,HTN,TJJ16,L,"Orthohantavirus hantanense isolate TJJ16 RNA-dependent RNA polymerase gene, complete cds",6533,complete,China,China,,Niviventer confucianus,,"Yang,D.J., Su,X., Li,L., Lyu,L.K., Chen,J.Y.","Tianjin Centers for Disease Control and Prevention, Department of Pathogen Detection",China,,2003,2016-05-17,ssRNA(-)
KT934956.1,GenBank,set:4a4970fe7e544d686d9eb662d45921413bb8298d,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa03-161,L,"Orthohantavirus hantanense isolate Aa03-161 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2003-03-25,2016-05-11,ssRNA(-)
KT934957.1,GenBank,set:4de480f3a4e457131dec887a42b08b47a9615f57,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa03-386,L,"Orthohantavirus hantanense isolate Aa03-386 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2003-06-09,2016-05-11,ssRNA(-)
KT934958.1,GenBank,set:604eab9d6a2d9b157aeede37317139ff840d7fc3,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa03-387,L,"Orthohantavirus hantanense isolate Aa03-387 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2003-06-09,2016-05-11,ssRNA(-)
KT934959.1,GenBank,set:4b7d9a59a61ac887131d1c60da5f6f25f1778a2d,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-190,L,"Orthohantavirus hantanense isolate Aa05-190 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-03-22,2016-05-11,ssRNA(-)
KT934960.1,GenBank,set:7146fab6b50d556a448be87a9a8d858a3097b05a,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-241,L,"Orthohantavirus hantanense isolate Aa05-241 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-03-24,2016-05-11,ssRNA(-)
KT934961.1,GenBank,set:4240f2c8335e1ed0abe49aafc6c7b006a56ac71a,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-249,L,"Orthohantavirus hantanense isolate Aa05-249 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-03-25,2016-05-11,ssRNA(-)
KT934962.1,GenBank,set:19ddf7a6542aedcba05928fe01fb5ce6e453fc2e,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-331,L,"Orthohantavirus hantanense isolate Aa05-331 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-06-21,2016-05-11,ssRNA(-)
KT934963.1,GenBank,set:27b7080ca4272d4c2886c33e172ce1771d6fa028,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-771,L,"Orthohantavirus hantanense isolate Aa05-771 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-09-08,2016-05-11,ssRNA(-)
KT934964.1,GenBank,set:d5496ca52fb3601630b768324f59fb4acff63669,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-775,L,"Orthohantavirus hantanense isolate Aa05-775 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-09-08,2016-05-11,ssRNA(-)
KT934965.1,GenBank,set:b9f225e2cf5231d194446c011dacb1fde33f62f4,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa09-652,L,"Orthohantavirus hantanense isolate Aa09-652 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2009-04-30,2016-05-11,ssRNA(-)
KT934966.1,GenBank,set:2508e6d5b17759c37b02d02ef73c15b0feb49e5b,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa09-948,L,"Orthohantavirus hantanense isolate Aa09-948 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2009-06-24,2016-05-11,ssRNA(-)
KT934967.1,GenBank,set:4acf40cf3ff0564d035f3e0d8081a50a779d7f6b,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa09-1000,L,"Orthohantavirus hantanense isolate Aa09-1000 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2009-06-24,2016-05-11,ssRNA(-)
KT934968.1,GenBank,set:96b50229f0600a437f3df09d26d902375e339bb4,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-123,L,"Orthohantavirus hantanense isolate Aa10-123 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-03-25,2016-05-11,ssRNA(-)
KT934969.1,GenBank,set:5e929f580f6d7f772d6c60a4b9d4d77b295249a0,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-288,L,"Orthohantavirus hantanense isolate Aa10-288 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-05-11,2016-05-11,ssRNA(-)
KT934970.1,GenBank,set:477367c7909d585650754d9060d10050f42d0174,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-434,L,"Orthohantavirus hantanense isolate Aa10-434 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-08-23,2016-05-11,ssRNA(-)
KT934971.1,GenBank,set:b31ceed0b16697a9d506480ce79716e7ea3a3956,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-518,L,"Orthohantavirus hantanense isolate Aa10-518 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-11-29,2016-05-11,ssRNA(-)
KT934972.1,GenBank,set:dedb5ea09aca054cfd567b0c87c5222321a130d8,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-561,L,"Orthohantavirus hantanense isolate Aa10-561 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-11-29,2016-05-11,ssRNA(-)
KT934973.1,GenBank,set:97b87614549c7c632d4874f18761f2b318a48eb1,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-679,L,"Orthohantavirus hantanense isolate Aa10-679 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-12-01,2016-05-11,ssRNA(-)
KT934974.1,GenBank,set:2a5f910f7e66636a5cc09c05eb760147a90d21bd,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-172,L,"Orthohantavirus hantanense isolate Aa14-172 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-09-23,2016-05-11,ssRNA(-)
KT934975.1,GenBank,set:4780aba2942c2c31e96a0849e04e597df2e15b68,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-188,L,"Orthohantavirus hantanense isolate Aa14-188 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-09-23,2016-05-11,ssRNA(-)
KT934976.1,GenBank,set:ae64ee0ba3529e707ae2150485129797eede184b,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-198,L,"Orthohantavirus hantanense isolate Aa14-198 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-09-23,2016-05-11,ssRNA(-)
KT934977.1,GenBank,set:781a659fbd5d4825c71ab59038753c5d4ccbed06,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-204,L,"Orthohantavirus hantanense isolate Aa14-204 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-09-24,2016-05-11,ssRNA(-)
KT934978.1,GenBank,set:4e8c50e59df683a40fec366a064c47d43bdb235c,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-207,L,"Orthohantavirus hantanense isolate Aa14-207 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-09-24,2016-05-11,ssRNA(-)
KT934979.1,GenBank,set:cc1298af9b7cc5f410b80b9e37704b57a1a5c631,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-266,L,"Orthohantavirus hantanense isolate Aa14-266 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-04,2016-05-11,ssRNA(-)
KT934980.1,GenBank,set:e88efbd037a589913d9321e9edf9b4faa8f60e19,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-272,L,"Orthohantavirus hantanense isolate Aa14-272 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-04,2016-05-11,ssRNA(-)
KT934981.1,GenBank,set:afa2284e2a1f81265a20b5a4acf868362403d69e,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-362,L,"Orthohantavirus hantanense isolate Aa14-362 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-14,2016-05-11,ssRNA(-)
KT934982.1,GenBank,set:290d229636e8a2311b3bf73d2f77e05bfeb7c411,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-368,L,"Orthohantavirus hantanense isolate Aa14-368 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-14,2016-05-11,ssRNA(-)
KT934983.1,GenBank,set:952f52ab77a14ecbdba8a9c30085207e03f9dd57,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-386,L,"Orthohantavirus hantanense isolate Aa14-386 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-14,2016-05-11,ssRNA(-)
KT934984.1,GenBank,set:c2475be8f96fa02874eeb02e9d8f85ceccc5e4a5,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-404,L,"Orthohantavirus hantanense isolate Aa14-404 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-21,2016-05-11,ssRNA(-)
KT934985.1,GenBank,set:7fe365b3188204503ec95c0fab065f592935c9de,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-406,L,"Orthohantavirus hantanense isolate Aa14-406 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-21,2016-05-11,ssRNA(-)
KT934986.1,GenBank,set:17dc488775d2f2f4f39fd36edd6c06085ce71366,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-408,L,"Orthohantavirus hantanense isolate Aa14-408 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-21,2016-05-11,ssRNA(-)
KT934987.1,GenBank,set:64e1985eb22f23049ddd9370abdfa1b60ca53e61,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-412,L,"Orthohantavirus hantanense isolate Aa14-412 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-21,2016-05-11,ssRNA(-)
KT934988.1,GenBank,set:a3405a0aeb3d512eff96ab41655d54c7f94ecd90,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-423,L,"Orthohantavirus hantanense isolate Aa14-423 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-21,2016-05-11,ssRNA(-)
KT934989.1,GenBank,set:73ec35cfb8ae7561acfe3438198ef2158a3e5906,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-438,L,"Orthohantavirus hantanense isolate Aa14-438 RNA-dependent RNA polymerase gene, complete cds",6530,complete,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-11-21,2016-05-11,ssRNA(-)
KT934990.1,GenBank,set:4a4970fe7e544d686d9eb662d45921413bb8298d,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa03-161,M,"Orthohantavirus hantanense isolate Aa03-161 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2003-03-25,2016-05-11,ssRNA(-)
KT934991.1,GenBank,set:4de480f3a4e457131dec887a42b08b47a9615f57,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa03-386,M,"Orthohantavirus hantanense isolate Aa03-386 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2003-06-09,2016-05-11,ssRNA(-)
KT934992.1,GenBank,set:604eab9d6a2d9b157aeede37317139ff840d7fc3,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa03-387,M,"Orthohantavirus hantanense isolate Aa03-387 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2003-06-09,2016-05-11,ssRNA(-)
KT934993.1,GenBank,set:4b7d9a59a61ac887131d1c60da5f6f25f1778a2d,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-190,M,"Orthohantavirus hantanense isolate Aa05-190 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-03-22,2016-05-11,ssRNA(-)
KT934994.1,GenBank,set:7146fab6b50d556a448be87a9a8d858a3097b05a,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-241,M,"Orthohantavirus hantanense isolate Aa05-241 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-03-24,2016-05-11,ssRNA(-)
KT934995.1,GenBank,set:4240f2c8335e1ed0abe49aafc6c7b006a56ac71a,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-249,M,"Orthohantavirus hantanense isolate Aa05-249 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-03-25,2016-05-11,ssRNA(-)
KT934996.1,GenBank,set:19ddf7a6542aedcba05928fe01fb5ce6e453fc2e,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-331,M,"Orthohantavirus hantanense isolate Aa05-331 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-06-21,2016-05-11,ssRNA(-)
KT934997.1,GenBank,set:27b7080ca4272d4c2886c33e172ce1771d6fa028,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-771,M,"Orthohantavirus hantanense isolate Aa05-771 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-09-08,2016-05-11,ssRNA(-)
KT934998.1,GenBank,set:d5496ca52fb3601630b768324f59fb4acff63669,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa05-775,M,"Orthohantavirus hantanense isolate Aa05-775 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2005-09-08,2016-05-11,ssRNA(-)
KT934999.1,GenBank,set:b9f225e2cf5231d194446c011dacb1fde33f62f4,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa09-652,M,"Orthohantavirus hantanense isolate Aa09-652 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2009-04-30,2016-05-11,ssRNA(-)
KT935000.1,GenBank,set:2508e6d5b17759c37b02d02ef73c15b0feb49e5b,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa09-948,M,"Orthohantavirus hantanense isolate Aa09-948 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2009-06-24,2016-05-11,ssRNA(-)
KT935001.1,GenBank,set:4acf40cf3ff0564d035f3e0d8081a50a779d7f6b,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa09-1000,M,"Orthohantavirus hantanense isolate Aa09-1000 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2009-06-24,2016-05-11,ssRNA(-)
KT935002.1,GenBank,set:96b50229f0600a437f3df09d26d902375e339bb4,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-123,M,"Orthohantavirus hantanense isolate Aa10-123 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-03-25,2016-05-11,ssRNA(-)
KT935003.1,GenBank,set:5e929f580f6d7f772d6c60a4b9d4d77b295249a0,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-288,M,"Orthohantavirus hantanense isolate Aa10-288 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-05-11,2016-05-11,ssRNA(-)
KT935004.1,GenBank,set:477367c7909d585650754d9060d10050f42d0174,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-434,M,"Orthohantavirus hantanense isolate Aa10-434 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-08-23,2016-05-11,ssRNA(-)
KT935005.1,GenBank,set:b31ceed0b16697a9d506480ce79716e7ea3a3956,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-518,M,"Orthohantavirus hantanense isolate Aa10-518 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-11-29,2016-05-11,ssRNA(-)
KT935006.1,GenBank,set:dedb5ea09aca054cfd567b0c87c5222321a130d8,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-561,M,"Orthohantavirus hantanense isolate Aa10-561 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-11-29,2016-05-11,ssRNA(-)
KT935007.1,GenBank,set:97b87614549c7c632d4874f18761f2b318a48eb1,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa10-679,M,"Orthohantavirus hantanense isolate Aa10-679 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2010-12-01,2016-05-11,ssRNA(-)
KT935008.1,GenBank,set:2a5f910f7e66636a5cc09c05eb760147a90d21bd,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-172,M,"Orthohantavirus hantanense isolate Aa14-172 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-09-23,2016-05-11,ssRNA(-)
KT935009.1,GenBank,set:4780aba2942c2c31e96a0849e04e597df2e15b68,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-188,M,"Orthohantavirus hantanense isolate Aa14-188 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-09-23,2016-05-11,ssRNA(-)
KT935010.1,GenBank,set:ae64ee0ba3529e707ae2150485129797eede184b,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Aa14-198,M,"Orthohantavirus hantanense isolate Aa14-198 glycoprotein gene, complete cds",3616,partial,South Korea,South Korea,,,,"Song,J.-W., Kim,J.-A.","Korea University, Department of Microbiology, College of Medicine",South Korea,,2014-09-23,2016-05-11,ssRNA(-)
