Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
KR047367.1,GenBank,set:dc0b3aeddb27ed143bba9b93480a7606a6c3a40d,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain eller_10_030 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047368.1,GenBank,set:f10e1033250610fc8121d3141b1f82d28d8199dd,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain eller_10_031 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047369.1,GenBank,set:bba444b4707bae2420e7fe3368933de0c4eee08d,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain eller_10_032 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047370.1,GenBank,set:cf15874eca9a748d3a3fa7f39b5152cc8d36e926,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain eller_12_034 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047371.1,GenBank,set:2ce14c501e6d3c3c4abeecb524c202f07257c64c,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain eller_12_035 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047372.1,GenBank,set:00a82f2cda3af85ecc2f9a480f741417e828cd89,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_05_001 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2005,2015-07-15,ssRNA(-)
KR047373.1,GenBank,set:6e0f4e9381505547fbe837802fb1d1692a6c292e,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_07_019 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2007,2015-07-15,ssRNA(-)
KR047374.1,GenBank,set:34a02f7231b73240a7fb75d3cc8ae035844286f5,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_07_022 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2007,2015-07-15,ssRNA(-)
KR047375.1,GenBank,set:532dfbba3893265cab3ba95ad227c29296e48b01,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_07_043 glycoprotein precursor, gene, partial cds",567,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2007,2015-07-15,ssRNA(-)
KR047376.1,GenBank,set:3a9fde98c716fcb06ffe0f958eee22b548880b1c,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_07_045 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2007,2015-07-15,ssRNA(-)
KR047377.1,GenBank,set:d4cd001bb0e86418e8d1e6dfb07d829264015c89,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_08_053 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2008,2015-07-15,ssRNA(-)
KR047378.1,GenBank,set:4881c0f658ff92b3c3957cb9e539ce53e077068f,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_08_055 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2008,2015-07-15,ssRNA(-)
KR047379.1,GenBank,set:dd32f8b2694cb3d0232ddcb2bd97b9c6392abb2a,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_08_059 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2008,2015-07-15,ssRNA(-)
KR047380.1,GenBank,set:1ae6695d17f6de451536b04e3f232834089afaec,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_09_061 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2009,2015-07-15,ssRNA(-)
KR047381.1,GenBank,set:1d4c0d31210425b4ba413f7a9a08c5add9846212,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_09_065 glycoprotein precursor, gene, partial cds",570,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2009,2015-07-15,ssRNA(-)
KR047382.1,GenBank,set:46c1d15bc0af6e0fb56e379d1bf2f370cd0e5039,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_09_068 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2009,2015-07-15,ssRNA(-)
KR047383.1,GenBank,set:975f080c73e80bed9721d121a7085887fda0c907,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_080 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047384.1,GenBank,set:afc7842cf85759f0595f20719569f3837e026c2a,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_081 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047385.1,GenBank,set:e703316bc0564389d30e04f47a699259bd93b2f0,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_082 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047386.1,GenBank,set:738391a49186ab2c66fd807d95da21953590530a,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_083 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047387.1,GenBank,set:ea4d6109e1ebf279fee625fcd3d02691590b53eb,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_084 glycoprotein precursor, gene, partial cds",570,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047388.1,GenBank,set:b4ad8764b7846b586f7fe9a362623dd29afbd9c3,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_086 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047389.1,GenBank,set:0c71d8bb8af275a5ea636ee7abe9d82edc4728fc,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_087 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047390.1,GenBank,set:e35ca62cbaef8267bb6a0c12961aa85aaa0f5279,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_088 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047391.1,GenBank,set:74d7801312efe677f40d41337e599eb6c059121a,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_089 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047392.1,GenBank,set:6afc0517303c17f7d51b94514b65a597370491e3,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_090 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047393.1,GenBank,set:c0513654615ad6576a6ac825b86528f343fb8107,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_091 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047394.1,GenBank,set:19222b727f63ab50e13c1157a806c3a89bf68abe,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_092 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047395.1,GenBank,set:da2e92efe59d6101c663e7bcb992482c4bf0ce4d,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_093 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047396.1,GenBank,set:c87ebf18e8f91a1e28c6910b35e6c26647eb4c54,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_096 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047397.1,GenBank,set:e08a1e0ad94644b19a5059de36583a5467b09707,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_097 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047398.1,GenBank,set:e7af4ae7b6de457c1ae2702a329bf6548f471756,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_098 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047399.1,GenBank,set:06ef245bc104fe9225c237d794ddb9468d88eb78,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_10_099 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2010,2015-07-15,ssRNA(-)
KR047400.1,GenBank,set:486cd1cee0f03929f2f5272a0104fdb2035e3a8b,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_11_110 glycoprotein precursor, gene, partial cds",562,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2011,2015-07-15,ssRNA(-)
KR047401.1,GenBank,set:a562622315823b8826883aa1f4fd019784baef11,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_11_111 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2011,2015-07-15,ssRNA(-)
KR047402.1,GenBank,set:a4a7a39b1220a1c13c85c5e060fde4bd1720ce14,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_11_123 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2011,2015-07-15,ssRNA(-)
KR047403.1,GenBank,set:588ea961eaa5ad9f18d8c62e55b263ee0d85d7cc,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_11_124 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2011,2015-07-15,ssRNA(-)
KR047404.1,GenBank,set:3ef64316141d736a94870fb3873da35c46b99bc5,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_130 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047405.1,GenBank,set:f8ce9ab9589362b29b53065fc1b7b0b5207c667d,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_131 glycoprotein precursor, gene, partial cds",570,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047406.1,GenBank,set:c8e70d4d4160c7313abb4a834c70d26eb0a2b305,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_132 glycoprotein precursor, gene, partial cds",564,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047407.1,GenBank,set:213aeff35079216129d7fb8e0ef28f331784b9c8,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_133 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047408.1,GenBank,set:feeae0b4f4e6a0a6a5703cd6578abff15adf0214,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_134 glycoprotein precursor, gene, partial cds",570,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047409.1,GenBank,set:2ab70ccadd85f02c88df128dcddd2cf2e6bb0ba3,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_135 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047410.1,GenBank,set:5cfdb2f710df4bf05cfd9085afe5da96da6bb1eb,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_136 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047411.1,GenBank,set:16d7b685a2efb8faef688401ae485e82254b8bcb,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_138 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047412.1,GenBank,set:d3dbd46dc391617c0a5c85471cdff3f0322e6188,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_139 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047413.1,GenBank,set:c2581a6700180cad29f3180427c76d9bad4aef1e,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_142 glycoprotein precursor, gene, partial cds",571,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
KR047414.1,GenBank,set:fd0304053e30fb545a09830f44bd1b4e060a9af8,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,M,"Puumala virus strain schle_12_143 glycoprotein precursor, gene, partial cds",567,partial,Germany,Germany,,Myodes glareolus,,"Weber de Melo,V., Sheikh Ali,H., Freise,J., Kuhnert,D., Essbauer,S., Mertens,M., Wanka,K.M., Drewes,S., Ulrich,R.G., Heckel,G.","University of Bern, Institute of Ecology and Evolution",Switzerland,1,2012,2015-07-15,ssRNA(-)
