Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
KF776852.1,GenBank,set:577845e4778867c534b6422423918a83788923ef,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1096_a1995,S,"Dobrava-Belgrade virus isolate HtSi_1096_a1995 nucleocapsid protein gene, partial cds",889,partial,Slovenia,Slovenia,,Apodemus agrarius,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776853.1,GenBank,set:c607fc55e10878b73cf699e0361c581d07a493bb,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1091_a1997,S,"Dobrava-Belgrade virus isolate HtSi_1091_a1997 nucleocapsid protein gene, partial cds",889,partial,Slovenia,Slovenia,,Apodemus agrarius,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776882.1,GenBank,set:1be930b8c45f669e2fb21f993a63b9c1b0d5337f,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1012_a1997,S,"Dobrava-Belgrade virus isolate HtSi_1012_a1997 nucleocapsid protein gene, partial cds",805,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KJ425422.1,GenBank,set:302fb3e3ee8d4680241877f42598cdd4dfde74c8,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Mu05_0239,,"Dobrava-Belgrade virus isolate Mu05_0239 RNA-dependent RNA polymerase gene, partial cds",300,partial,Germany,Germany,,Apodemus agrarius,lung,"Hofmann,J., Meier,M., Enders,M., Fuhrer,A., Ettinger,J., Klempa,B., Schmidt,S., Ulrich,R.G., Kruger,D.H., Fuehrer,A.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,1,2002-10-29,2014-05-12,ssRNA(-)
KJ154956.1,GenBank,set:f7a5ef667b3c227897d2f2118b0b6357cd5bf116,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain KOS-1 RNA-dependent RNA polymerase (L) gene, partial cds",1871,partial,Kosovo,Kosovo,,Homo sapiens,blood,"Emmerich,P., Mueller,N., Heinemann,P., Rother,E., Jakupi,X., Borden,N., Guenther,S., Cadar,D., Schmidt-Chanasit,J.","Bernhard Nocht Institute for Tropical Medicine WHO Collaborating Centre for Arbovirus and Haemorrhagic Fever Reference and Rese, Division of Arbovirology",Germany,,2013,2014-05-11,ssRNA(-)
KJ154957.1,GenBank,set:f7a5ef667b3c227897d2f2118b0b6357cd5bf116,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain KOS-1 glycoprotein gene, partial cds",949,partial,Kosovo,Kosovo,,Homo sapiens,blood,"Emmerich,P., Mueller,N., Heinemann,P., Rother,E., Jakupi,X., Borden,N., Guenther,S., Cadar,D., Schmidt-Chanasit,J.","Bernhard Nocht Institute for Tropical Medicine WHO Collaborating Centre for Arbovirus and Haemorrhagic Fever Reference and Rese, Division of Arbovirology",Germany,,2013,2014-05-11,ssRNA(-)
KJ154958.1,GenBank,set:f7a5ef667b3c227897d2f2118b0b6357cd5bf116,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain KOS-1 nucleocapsid protein (N) gene, partial cds",943,partial,Kosovo,Kosovo,,Homo sapiens,blood,"Emmerich,P., Mueller,N., Heinemann,P., Rother,E., Jakupi,X., Borden,N., Guenther,S., Cadar,D., Schmidt-Chanasit,J.","Bernhard Nocht Institute for Tropical Medicine WHO Collaborating Centre for Arbovirus and Haemorrhagic Fever Reference and Rese, Division of Arbovirology",Germany,,2013,2014-05-11,ssRNA(-)
KJ182937.1,GenBank,set:3c54f18aefca765c55f831666e55a045f0bb3e9a,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain Mu07_0293 RNA-dependent RNA polymerase gene, partial cds",377,partial,Germany,Germany,,Apodemus agrarius,lung,"Hofmann,J., Meier,M., Enders,M., Fuhrer,A., Ettinger,J., Klempa,B., Schmidt,S., Ulrich,R.G., Kruger,D.H., Fuehrer,A., Ulrich,R., Kruger,D.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,1,2006-09-30,2014-05-05,ssRNA(-)
KJ182938.1,GenBank,set:29b0a06a0249db2834666f5788b7d19cfd488874,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Dobrava-Belgrade virus strain Mu08_0118 RNA-dependent RNA polymerase gene, partial cds",375,partial,Germany,Germany,,Apodemus agrarius,lung,"Hofmann,J., Meier,M., Enders,M., Fuhrer,A., Ettinger,J., Klempa,B., Schmidt,S., Ulrich,R.G., Kruger,D.H., Fuehrer,A., Ulrich,R., Kruger,D.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,1,2008-02-12,2014-05-05,ssRNA(-)
KJ437510.1,GenBank,set:69b1f42452515e5ae7fdba25e2a0eb2d67056bd4,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOBV_RAV71S,,"Dobrava-Belgrade virus isolate DOBV_RAV71S nucleocapsid protein gene, partial cds",501,partial,Serbia,Serbia,,Apodemus agrarius,,"Stanojevic,M., Nikolic,V., Stajkovic,N., Stamenkovic,G., Bozovic,B., Cekanac,R., Marusic,P., Gligic,A., Jovanovic,N., Krstic,M., Mladenovic,J.","Institute of Microbiology and Immunology, Virology Department",Serbia,,2007,2014-04-27,ssRNA(-)
KJ437511.1,GenBank,set:61cb879b31f5595ed08a706391c5804114750d02,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOBV_RAV69S,,"Dobrava-Belgrade virus isolate DOBV_RAV69S nucleocapsid protein gene, partial cds",501,partial,Serbia,Serbia,,Glis glis,,"Stanojevic,M., Nikolic,V., Stajkovic,N., Stamenkovic,G., Bozovic,B., Cekanac,R., Marusic,P., Gligic,A., Jovanovic,N., Krstic,M., Mladenovic,J.","Institute of Microbiology and Immunology, Virology Department",Serbia,,2007,2014-04-27,ssRNA(-)
KF536031.1,GenBank,set:8fdb7f1adb6a337450e4d243f8b37e78840e4327,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain Stockelsdorf/H90/08 segment L RNA-dependent RNA polymerase gene, partial cds",347,partial,Germany,Germany,,Homo sapiens,blood,"Hofmann,J., Meier,M., Enders,M., Fuhrer,A., Ettinger,J., Klempa,B., Schmidt,S., Ulrich,R.G., Kruger,D.H.","Charite Medical School, Institute of Medical Virology",Germany,1,2008,2014-02-08,ssRNA(-)
KF536032.1,GenBank,set:e77e96661010da84e44298fbf4057ec85d4d7f55,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain Westergellersen/H91/08 segment L RNA-dependent RNA polymerase gene, partial cds",347,partial,Germany,Germany,,Homo sapiens,blood,"Hofmann,J., Meier,M., Enders,M., Fuhrer,A., Ettinger,J., Klempa,B., Schmidt,S., Ulrich,R.G., Kruger,D.H.","Charite Medical School, Institute of Medical Virology",Germany,1,2008,2014-02-08,ssRNA(-)
KF536033.1,GenBank,set:6829f89b64727f71bf689245d927dcd7c4a33c5e,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain Neuruppin/H431/10 segment L RNA-dependent RNA polymerase gene, partial cds",347,partial,Germany,Germany,,Homo sapiens,blood,"Hofmann,J., Meier,M., Enders,M., Fuhrer,A., Ettinger,J., Klempa,B., Schmidt,S., Ulrich,R.G., Kruger,D.H.","Charite Medical School, Institute of Medical Virology",Germany,1,2010,2014-02-08,ssRNA(-)
KF536034.1,GenBank,set:6829f89b64727f71bf689245d927dcd7c4a33c5e,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,M,"Dobrava-Belgrade virus strain Neuruppin/H431/10 segment M glycoprotein precursor, gene, partial cds",271,partial,Germany,Germany,,Homo sapiens,blood,"Hofmann,J., Meier,M., Enders,M., Fuhrer,A., Ettinger,J., Klempa,B., Schmidt,S., Ulrich,R.G., Kruger,D.H.","Charite Medical School, Institute of Medical Virology",Germany,1,2010,2014-02-08,ssRNA(-)
KF536035.1,GenBank,set:b76411ee85a2bfb4abdc2582228684f60ad09f49,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain Richtenberg/H827/12 segment L RNA-dependent RNA polymerase gene, partial cds",300,partial,Germany,Germany,,Homo sapiens,blood,"Hofmann,J., Meier,M., Enders,M., Fuhrer,A., Ettinger,J., Klempa,B., Schmidt,S., Ulrich,R.G., Kruger,D.H.","Charite Medical School, Institute of Medical Virology",Germany,1,2012,2014-02-08,ssRNA(-)
KF615886.1,GenBank,set:fc57c67768eb2b16f42520317db7604d0067000a,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/100/09/TUR,,"Dobrava-Belgrade virus isolate DOB/100/09/TUR nucleocapsid (N) gene, partial cds",749,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615887.1,GenBank,set:ccd26651babd8ef91bd24339cfb123f1fb9e98c4,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/142/09/TUR,,"Dobrava-Belgrade virus isolate DOB/142/09/TUR nucleocapsid (N) gene, partial cds",748,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615888.1,GenBank,set:35a6de4279e46ed17337c33dbae4f6eeb4fe1790,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/106/09/TUR,,"Dobrava-Belgrade virus isolate DOB/106/09/TUR nucleocapsid (N) gene, partial cds",748,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615889.1,GenBank,set:02ad23b4a0779a060e1d5bfbd461d041688ad156,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/102/09/TUR,,"Dobrava-Belgrade virus isolate DOB/102/09/TUR nucleocapsid (N) gene, partial cds",754,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615890.1,GenBank,set:7042bf9425a37e10d78469ddbfbc7322a3bf97e4,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/134/09/TUR,,"Dobrava-Belgrade virus isolate DOB/134/09/TUR nucleocapsid (N) gene, partial cds",758,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615891.1,GenBank,set:e5f4d94a2200fc30c7f69a515f4a494525bb74f7,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/151/09/TUR,,"Dobrava-Belgrade virus isolate DOB/151/09/TUR nucleocapsid (N) gene, partial cds",756,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615892.1,GenBank,set:c711109a8104f99d53c6ffc1817aa89471fc810c,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/25/09/TUR,,"Dobrava-Belgrade virus isolate DOB/25/09/TUR nucleocapsid (N) gene, partial cds",747,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615893.1,GenBank,set:afd974377c861663ca7157750777010d36608ccf,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/78/09/TUR,,"Dobrava-Belgrade virus isolate DOB/78/09/TUR nucleocapsid (N) gene, partial cds",726,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615894.1,GenBank,set:3f4cf9585a645986910f4e68b9431fe13d757f08,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/124/09/TUR,,"Dobrava-Belgrade virus isolate DOB/124/09/TUR nucleocapsid (N) gene, partial cds",732,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615895.1,GenBank,set:164f7a72fe27171eaa89a2a38c191db87242dbad,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/178/09/TUR,,"Dobrava-Belgrade virus isolate DOB/178/09/TUR nucleocapsid (N) gene, partial cds",721,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615896.1,GenBank,set:9a7a0f793803af62b0793b819569d61a3f1cbee9,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/123/09/TUR,,"Dobrava-Belgrade virus isolate DOB/123/09/TUR nucleocapsid (N) gene, partial cds",724,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615897.1,GenBank,set:0a7050de626946bc4e98a7a6a19da2ac6c6ccce8,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/180/09/TUR,,"Dobrava-Belgrade virus isolate DOB/180/09/TUR nucleocapsid (N) gene, partial cds",703,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615898.1,GenBank,set:96000f094ae329e0d4a6e3d2b56879b593583889,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/94/09/TUR,,"Dobrava-Belgrade virus isolate DOB/94/09/TUR nucleocapsid (N) gene, partial cds",699,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615899.1,GenBank,set:21ee7484c705a62ab01368c8c9509016f5a7d344,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/177/09/TUR,,"Dobrava-Belgrade virus isolate DOB/177/09/TUR nucleocapsid (N) gene, partial cds",696,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615900.1,GenBank,set:2fec1cc7ac77d954be428ff7e51fce39c1d80427,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/162/09/TUR,,"Dobrava-Belgrade virus isolate DOB/162/09/TUR nucleocapsid (N) gene, partial cds",683,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615901.1,GenBank,set:76edda37ebd4cf14855fb97871b376a47fa9d7dc,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/95/09/TUR,,"Dobrava-Belgrade virus isolate DOB/95/09/TUR nucleocapsid (N) gene, partial cds",692,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615902.1,GenBank,set:e4403987ce8bc6335b6061358de12b789a79e215,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/121/09/TUR,,"Dobrava-Belgrade virus isolate DOB/121/09/TUR nucleocapsid (N) gene, partial cds",691,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615903.1,GenBank,set:162c3ae56703ad97a41f012b20af27301c804eec,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/130/09/TUR,,"Dobrava-Belgrade virus isolate DOB/130/09/TUR nucleocapsid (N) gene, partial cds",660,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615904.1,GenBank,set:c8d47238d2cc5fda91004703edc55a447fc0992a,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/139/09/TUR,,"Dobrava-Belgrade virus isolate DOB/139/09/TUR nucleocapsid (N) gene, partial cds",659,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615905.1,GenBank,set:d07a7e7e86b1f89e16ba5504cf40a97178edc3da,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/169/09/TUR,,"Dobrava-Belgrade virus isolate DOB/169/09/TUR nucleocapsid (N) gene, partial cds",658,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF615906.1,GenBank,set:50dc711423ae43e2b63f3d3a4b21a99d2ffe0091,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOB/137/09/TUR,,"Dobrava-Belgrade virus isolate DOB/137/09/TUR nucleocapsid (N) gene, partial cds",646,partial,Turkey,Turkey,,Rodentia,,"Oktem,I.M., Uyar,Y., Dincer,E., Gozalan,A., Schlegel,M., Babur,C., Celebi,B., Sozen,M., Karatas,A., Ozkazanc,N.K., Matur,F., Korukluoglu,G., Ulrich,R.G., Ertek,M., Ozkul,A., Oktem,M.A.","Dokuz Eylul University, Faculty of Medicine, Department of Medical Microbiology",Turkey,1,2009-12-14,2013-12-02,ssRNA(-)
KF425493.1,GenBank,set:35f8ea231942ecc3fee462f26ab8e0b1985d315e,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain ST-RS1 nucleocapsid protein (N) gene, partial cds",789,partial,Serbia,Serbia,,Apodemus flavicollis,,"Stamenkovic,G., Nikolic,V., Vujosevic,M., Blagojevic,J., Bugarski Stanojevic,V., Adnadjevic,T., Stanojevic,M., Siljic,M.","Institute for Biological Research 'Sinisa Stankovic', Genetics",,,2008,2013-11-24,ssRNA(-)
KF425494.1,GenBank,set:24a9fdc0aa7a01f22cf16eae15240008037787a1,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,S,"Dobrava-Belgrade virus strain ST-RS3 nucleocapsid protein (N) gene, partial cds",789,partial,Serbia,Serbia,,Apodemus flavicollis,,"Stamenkovic,G., Nikolic,V., Vujosevic,M., Blagojevic,J., Bugarski Stanojevic,V., Adnadjevic,T., Stanojevic,M., Siljic,M.","Institute for Biological Research 'Sinisa Stankovic', Genetics",,,2008,2013-11-24,ssRNA(-)
KF425495.1,GenBank,set:87da8af9984314bf8cbafa73430fd1df8daf6070,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,L,"Dobrava-Belgrade virus strain LT-RS1 RNA-dependent RNA polymerase (L) gene, partial cds",333,partial,Serbia,Serbia,,Apodemus flavicollis,,"Stamenkovic,G., Nikolic,V., Vujosevic,M., Blagojevic,J., Bugarski Stanojevic,V., Adnadjevic,T., Stanojevic,M., Siljic,M.","Institute for Biological Research 'Sinisa Stankovic', Genetics",,,2008,2013-11-24,ssRNA(-)
